Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ119,requirements.txt::chunk19,RQ119	The subscriber manager shall restore the executable model to its prior state.,TC152,partially_verified,partial,True,"The test text directly states restoration to the prior state (happy path) but provides no concrete assertion/check or coverage of error, concurrency, atomicity, or boundary cases."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC153,partially_verified,partial,True,Indicates driver should be running and an event is sent but lacks any assertion that the driver triggered the event.
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC154,partially_verified,partial,True,Describes driver running and event message sent but contains no explicit assertion that the driver invoked the trigger or that the driver's API was called.
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC155,partially_verified,partial,True,Precondition and postcondition reference the driver and event but do not assert driver invocation or verify driver-originated side effects.
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC156,partially_verified,partial,True,States driver presence and expected event emission but contains no verification step that the driver invoked the modify event.
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC158,partially_verified,partial,True,Precondition/postcondition align with requirement conceptually but do not assert that the driver was the actor that triggered the merge event.
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC153,assertions_verified,full,False,"The test text explicitly states 'The user adds a new requirement' and 'A new event message is sent', directly matching the requirement that event types include adding new requirements."
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC155,assertions_verified,partial,False,"The test shows a 'refine' event that adds an additional requirement and sends an event, which is relevant but not the explicit 'Add New Requirement' event type required."
RQ122,requirements.txt::chunk22,RQ122	Event types shall include decomposing one requirement into two or more requirements.,TC154,assertions_verified,full,False,The test text directly states triggering a decompose event and verifies the requirement is split into two or more requirements with a decompose event message and temporary links.
RQ123,requirements.txt::chunk23,RQ123	Event types shall include refining one requirement by adding an additional requirement to the existing one.,TC155,assertions_verified,full,False,"The test states 'The user specifies a refine event', 'The user selects an existing requirement and adds an additional requirement related to it', and 'Post conditions: The requirement is refined by adding at least one related requirement.'"
RQ124,requirements.txt::chunk24,RQ124	Event types shall include modifying a requirement.,TC156,assertions_verified,full,False,"The test text directly asserts the modify event is specified, the requirement is changed, and a modify event message is sent, which verifies the requirement's core behavior."
RQ125,requirements.txt::chunk25,RQ125	Event types shall include deleting a requirement.,TC157,assertions_verified,full,False,"The test invokes a delete event and asserts post-conditions (status set to obsolete; a delete event message is sent), directly verifying the presence of a delete event type."
RQ126,requirements.txt::chunk26,RQ126	Event types shall include merging requirements.,TC158,assertions_verified,full,False,"The test directly asserts the presence and effects of a merge event (merge invocation, merged outcome, message emission, and link transfer)."
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC156,partially_verified,partial,True,Shows a requirement change causes a modify event message to be sent but does not assert that the eventserver receives that message.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC159,partially_verified,partial,True,Directly asserts the eventserver receives and processes an incoming event message but does not link the incoming message to a requirement change.
RQ128,requirements.txt::chunk28,RQ128	On receipt of an event message the eventserver shall record the event in an eventlog.,TC159,assertions_verified,full,False,"The test explicitly states that upon receiving an event the event server stores the event details in its event log, directly matching the requirement."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC160,partially_verified,full,True,"The test describes the identification steps and asserts the postcondition 'All relevant subscribers are identified,' directly verifying the requirement's core behaviour."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC161,partially_verified,partial,True,The test assumes an identified subscriber list as a precondition but does not exercise or assert how identification occurred or its completeness.
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC162,partially_verified,partial,True,"The test focuses on composite message construction for each identified subscriber and assumes identification has already occurred, providing no independent verification of identification logic or completeness."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC159,assertions_verified,full,False,"TC159 explicitly states and postconditions that the eventserver categorizes events as speculative or evolutionary, directly satisfying the requirement."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC161,assertions_verified,partial,False,TC161 assumes an evolutionary event in its preconditions (implying differentiation) but lacks an explicit step asserting the eventserver performed the classification.
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC162,assertions_verified,partial,False,TC162 assumes a speculative event in its preconditions (implying differentiation) but does not explicitly assert the classification action by the eventserver.
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC161,assertions_verified,full,False,"This test directly and explicitly exercises the end-to-end behavior required: detection of an evolutionary event (precondition), identification of subscribers and their managers, construction and sending of notification messages, and postcondition that messages are received by subscriber managers."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC147,assertions_verified,partial,False,Demonstrates the publication/notification action on requirement change (happy-path notification).
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC149,assertions_verified,partial,False,"Shows that event notifications reach subscriber managers and are logged, which supports the requirement's effect (subscribers are notified), but does not explicitly tie the notification to events categorized as 'evolutionary' or assert the eventserver sending behavior for evolutionary events."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC159,assertions_verified,partial,False,Provides evidence for the necessary precursor step (categorization as evolutionary).
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC162,assertions_verified,full,False,"This line directly asserts the event server constructs the composite event message (and composes required content), matching RQ132."
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC159,assertions_verified,partial,False,These assertions confirm the eventserver identifies speculative events (a precursor) but do not assert that it constructs the composite message.
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC150,assertions_verified,weak,False,These lines show notification delivery to subscribers but do not demonstrate the eventserver's construction of a composite event message.
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC152,assertions_verified,weak,False,These lines verify downstream receipt and processing of speculative messages but do not assert that the eventserver constructs a composite event message.
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC162,partially_verified,full,True,"Directly asserts finding additional requirements linked to the same artifact and retrieving quantitative constraints via DOORS, matching the core identification and constraint-collection behavior."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC160,partially_verified,partial,True,Covers identification of impacted requirements and subscriber discovery but does not assert identification of 'all' related requirements or retrieval of constraints.
RQ134,requirements.txt::chunk34,RQ134	The eventserver shall retrieve quantitative values related to these additional requirements and constraints through querying the requirements management tool.,TC162,partially_verified,partial,True,"The test step describes polling DOORS and including quantitative constraints in a composite message (covering the core behavior) but provides no explicit assertions or checks for error, boundary, or security conditions."
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC162,partially_verified,partial,True,"The test text documents the intended flow that constructs a composite message including quantitative constraints, but does not present explicit assertion checks verifying content completeness, per-model constraint inclusion, or negative/error behaviours."
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC162,partially_verified,full,True,"Directly asserts construction of a customized/composite message and that the customized message is sent to the relevant subscriber, matching the requirement's core behavior of per-subscriber customized sends."
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC160,partially_verified,partial,True,Covers identification of impacted subscribers (a prerequisite) but contains no assertion that customized messages are composed per executable model or that messages are sent to each executable model.
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC161,partially_verified,partial,True,"Asserts per-recipient send to subscriber managers and receipt by subscriber managers, but does not assert that executable models themselves receive a customized message nor that the payloads are customized per executable model."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC163,assertions_verified,full,False,"Directly asserts the required display ordering for event messages for a single artifact, matching the requirement text."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC164,assertions_verified,partial,False,"Indicates received events and enforcement of processing order, implying ordering, but lacks an explicit display-order assertion equating to receipt order for all events."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC165,assertions_verified,partial,False,"Shows events are displayed for a single artifact and interaction with the first message, but does not explicitly assert that all events are viewable in receipt order."
RQ138,requirements.txt::chunk38,RQ138	The user shall update related artifacts according to the information contained in the event messages.,TC165,assertions_verified,full,False,"The test steps require the user to update artifacts using event message information and the postconditions assert the resulting artifact/link state, directly matching the requirement."
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC165,assertions_verified,full,False,"The test's postcondition explicitly states that when tentative links are discarded, event messages sent based on those links are removed from the event processing list and display, which verifies elimination of temporary traces."
RQ140,requirements.txt::chunk40,RQ140	The notification processing system shall automatically eliminate any events that are not longer valid as a result of the user eliminating temporary traces.,TC165,assertions_verified,full,False,"The postcondition directly asserts removal of event messages tied to eliminated tentative links from the processing list and display, matching the requirement's behavior."
