Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC149,not_covered,weak,"This test verifies event notification receipt and storage in an event log. While relevant to subscriber manager operation, it does not assert trace creation, storage, retrieval, or other trace-management behaviors required by RQ112.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_covered,partial,"This test documents receipt of a non-speculative (i.e., evolutionary) event and a different handling outcome (stored in local event log) compared to speculative handling described elsewhere. That implies different behavior depending on event type, which supports the differentiation requirement, but it does not explicitly assert that the subscriber manager parsed the message and decided 'evolutionary' vs 'speculative'; so confidence is partial.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,not_covered,weak,"The test names a speculative notification and shows receipt and generic processing, but it does not assert that the subscriber manager parses the message to determine its type or that differentiation logic is executed. Evidence is topical but does not verify differentiation behavior.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_covered,partial,"This test explicitly states the subscriber manager 'parses the event message to determine that it is a speculative event' and then executes speculative-specific processing. That demonstrates detection and handling of speculative events (one side of the required differentiation). It does not, however, explicitly assert detection of evolutionary events or show an explicit branching test that distinguishes both types; therefore coverage of the full differentiation requirement is partial.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC161,not_covered,weak,"This test describes the event server sending evolutionary messages and the subscriber manager receiving them, but it does not assert that the subscriber manager parses the message to determine it is evolutionary or that it explicitly differentiates evolutionary from speculative events. It documents receipt but not the subscriber manager's decision logic, so it does not verify the requirement.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC162,not_covered,weak,"This test focuses on event server-side construction of composite messages for speculative events and on sending to subscribers. It does not exercise or assert the subscriber manager's logic for differentiating event types, so it does not verify the requirement.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC146,not_covered,weak,TC146 describes subscriber manager registration with the event server and does not include any assertion about storing evolutionary events in an eventlog.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC148,not_covered,weak,"TC148 asserts the subscriber manager downloads missed event notifications from the event server when coming online, but does not explicitly assert that those downloaded notifications are stored in the subscriber manager's eventlog. The storage behavior is not explicitly stated.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,covered,full,"TC149 explicitly states the postcondition that the event notification message is stored in the local event log for a non-speculative event notification. Semantically, 'non-speculative event' corresponds to an evolutionary event; the test directly asserts storage in the subscriber manager's local event log, satisfying the requirement's core behavior.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC150,not_covered,weak,TC150 covers receipt and processing of a speculative event notification. Speculative events are distinct from evolutionary events required by RQ114; no assertion about storing evolutionary events in an eventlog is present.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC152,not_covered,weak,"TC152 covers processing of speculative event messages by the subscriber manager (speculative, not evolutionary). It does not assert storing evolutionary events in an eventlog.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC159,not_covered,weak,"TC159 documents the event server storing events in its event log and categorizing events as evolutionary or speculative, but it does not assert that the subscriber manager stores evolutionary events in its own eventlog.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC161,not_covered,weak,TC161 describes notifying subscriber managers that an evolutionary event occurred and that the message is received by subscriber managers; it does not assert that the subscriber manager stores the event in an eventlog. No explicit storage assertion is present.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC150,not_covered,weak,TC150 verifies that a subscriber manager receives speculative event notifications. It tests message receipt/processing but does not describe user actions or GUI construction of speculative queries.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC152,not_covered,weak,"TC152 describes processing of a speculative event by a subscriber manager and assumes a speculative query has been issued, but it does not state who issued the query, nor does it describe any GUI-based user action to construct the speculative query. No assertions in this test verify user GUI construction behavior.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC154,not_covered,weak,TC154 covers decomposing a requirement and sending a decompose event; it does not address user construction of speculative queries using a GUI or verify any GUI mechanisms for composing such queries.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC155,not_covered,weak,"TC155 addresses the user refining a requirement and the triggering of a refine event. Although it involves a user initiating an event, it does not state or verify that the user constructs speculative queries via a GUI; it covers refinement behavior rather than GUI-based speculative query composition.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC156,not_covered,weak,TC156 concerns the user modifying a requirement and sending a modify event; it does not describe constructing speculative queries through a GUI or verify GUI controls or behaviors for speculative query construction.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC162,not_covered,weak,TC162 concerns the event server constructing composite event messages from related requirements and polling DOORS for quantitative information. It does not describe a user constructing a speculative query in a GUI or verify GUI behaviors. No direct evidence of the user's GUI-based construction capability.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC165,not_covered,weak,"TC165 describes a user processing event messages and selecting tentative links. While this captures user interaction, it pertains to reviewing and applying event messages, not to constructing speculative queries via a GUI. There is no assertion that the user composes speculative queries or uses GUI controls to do so.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC149,not_covered,weak,"This test concerns non-speculative event notifications and storing messages in the local event log. It does not address speculative events nor any immediacy requirement, so it does not verify RQ116.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC150,partially_covered,partial,"The test documents reception and processing of an event notification (and is labeled as 'speculative' in the test title). It shows the subscriber manager processes notifications, but it does not show or assert immediacy (no timing or immediate-processing guarantee). Thus it partially aligns with the requirement's functional aspect but lacks evidence for 'immediately'.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC152,partially_covered,partial,"This test explicitly exercises processing of a speculative event by the subscriber manager (detection, model injection, re-execution, collating results, restoring state and responding). However, it does not assert or measure 'immediately' (no timing, latency, or urgency guarantee). Therefore the core behavior is verified but the immediacy attribute is not evidenced.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC162,not_covered,weak,"This test concerns the event server constructing composite messages for a speculative event (server-side behavior). It does not show that the subscriber manager immediately processes speculative events, so it does not verify RQ116.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC164,not_covered,weak,This test exercises user attempts to process events in incorrect order and enforcement of ordering. It does not address speculative-event processing or the immediacy requirement.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC143,not_covered,weak,This test verifies subscriber registration; it does not reference model re-execution or speculative value injection.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC149,not_covered,weak,This test concerns receipt/storage of a non-speculative event notification and does not mention injecting speculative values or re-executing the model.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC150,not_covered,weak,This test only verifies that the subscriber manager receives a speculative event notification; it does not state that the model is injected with speculative values or re-executed.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC152,covered,full,"The test explicitly describes that the subscriber manager injects values (speculative inputs) into the performance model and re-executes it, then collates and returns results and restores state. This directly implements the requirement's action and input.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC162,not_covered,weak,This test concerns the event server constructing and sending composite speculative event messages to subscribers; it does not assert that the subscriber manager will inject speculative values and re-execute its model.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC147,not_covered,weak,TC147 describes publication of an event and notification delivery. It does not verify that the subscriber manager reports impact of speculative changes on other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC149,not_covered,weak,TC149 covers receiving and storing non-speculative event notifications. It does not address speculative processing or reporting whether a speculative change negatively impacts other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC150,not_covered,weak,TC150 describes receipt and processing of a speculative event notification but only asserts that the message is processed according to protocols. It does not state that the subscriber manager reports whether the speculative change negatively impacts other requirements and constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_covered,partial,"TC152 explicitly exercises the subscriber manager processing a speculative event, re-executing a model, collating results and returning results. This demonstrates 'reporting results' but does not explicitly assert that the results indicate whether the speculative change negatively impacts other requirements and constraints (no explicit negative-impact determination, comparison to other requirements/constraints, or explicit reporting of impact outcome).",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC156,not_covered,weak,TC156 concerns modifying a requirement and link status changes. It does not assert that the subscriber manager reports whether a speculative change negatively impacts other requirements/constraints.,—
