Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC144,not_covered,weak,"This test describes a failure to register (subscriber exits registration and is removed). It does not assert that a subscriber successfully registers under a subscriber manager, so it does not verify the positive requirement.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC146,not_covered,weak,This test verifies subscriber manager registration with an event server (manager registers IP/port/name). It does not address subscriber registration under a subscriber manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC147,not_covered,weak,This test concerns event publication and assumes subscriber manager subscriptions; it does not assert that a subscriber registers under a subscriber manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC149,not_covered,weak,This test is about non-speculative event notifications being received and logged; it does not exercise or assert subscriber registration under a manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC150,not_covered,weak,"This test covers reception and processing of event notifications by a subscriber manager and assumes registered subscribers exist, but it does not assert the subscriber registration action itself.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC141,partially_covered,partial,"This test explicitly asserts that a subscriber establishes a trace between a UML artifact and a requirement and that a trace exists as a postcondition, which directly addresses the requirement's goal to establish traces between requirements and artifacts. However, the test description does not explicitly state that the trace is created via a subscription 'from an artifact to the relevant requirement' (direction/mechanism). Therefore the core behavior is covered but the specific subscription-from-artifact semantics is not confirmed.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC142,partially_covered,partial,"This negative test verifies that an unregistered subscriber cannot establish a trace between an artifact and a requirement, exercising an error/authorization path related to the trace-establishment workflow. It supports the requirement by testing a constraint on who can create traces, but it does not demonstrate the prescribed subscription mechanism 'from an artifact to the requirement' explicitly.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,partially_covered,partial,"This test demonstrates a subscription-based notification mechanism (a subscriber manager subscribed to a requirement and receiving events). It shows subscription behavior related to requirements, but the subscriber is a manager (external) rather than an artifact subscribing to a requirement; therefore it does not fully demonstrate the specific artifact-to-requirement subscription the requirement mandates.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC155,not_covered,weak,This test verifies creating refinement links between requirements (requirement-to-requirement linkage). It does not address creating traces between requirements and other types of artifacts nor the artifact->requirement subscription mechanism required by the requirement.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC162,not_covered,weak,This test exercise concerns the use of existing requirement-to-artifact links when composing event messages and assumes links already exist. It does not assert or verify creation of traces/subscriptions (especially not subscriptions from an artifact to a requirement). Thus it is topically related but provides no direct verification of the requirement.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC143,partially_covered,weak,"This test asserts that a subscriber (an actor) is registered under a subscriber manager, which is topically related to assigning control to a manager. It does not mention artifacts or that artifacts are placed under control of a subscriber manager, nor does it assert that every artifact is assigned.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC144,not_covered,weak,This negative test concerns subscriber registration failure and removal. It does not assert any behavior about artifacts being placed under subscriber manager control.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC146,not_covered,weak,This test concerns subscriber manager registration with the event server. It does not assert that artifacts are assigned to a subscriber manager.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC147,partially_covered,partial,This test shows a subscriber manager subscribing to requirements and receiving notifications about requirement changes. It indicates subscriber managers can be associated with requirements (which may be artifacts) but does not explicitly assert that each artifact is placed under control of a subscriber manager or that all artifacts are assigned.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC162,partially_covered,partial,This test explicitly references requirements linked to the same artifact and sending customized messages to subscribers; it demonstrates artifact-level linkage to requirement notifications. However it does not assert that each artifact is placed under the control of a subscriber manager or that assignment/enforcement for every artifact exists.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC164,not_covered,weak,This test verifies event ordering enforcement for a subscriber manager; it does not address artifacts being placed under a subscriber manager's control.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC143,not_covered,weak,"This test covers subscriber registration with a manager, not deletion of subscriptions.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC144,not_covered,weak,"This test concerns subscriber registration failure/removal, not user-initiated deletion of subscriptions.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC145,covered,full,"The test explicitly exercises a user deleting a subscription and asserts as a postcondition that the subscription has been deleted, directly satisfying the requirement's core behaviour.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC147,not_covered,weak,"This test exercises event publication to subscribers, not deletion of subscriptions by a user.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC157,not_covered,weak,"This test covers deleting a requirement (setting it obsolete and related link handling), not deleting subscriptions; it does not verify the subscription-deletion requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC143,not_covered,weak,"TC143 describes a subscriber registering with a subscriber manager (subscriber->manager), not the subscriber manager registering with the eventserver; it does not verify RQ108.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,covered,full,"TC146 explicitly describes the subscriber manager registering its IP, port and name with the event server and states the postcondition that the manager is registered with the event server, which directly satisfies the requirement that the subscriber manager shall register itself with the eventserver.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC148,not_covered,weak,"TC148 describes a subscriber manager coming online and downloading missed events from the event server. It implies connectivity but does not assert that the manager registers itself with the eventserver, so it does not provide direct evidence for RQ108.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,not_covered,weak,"TC149 describes the subscriber manager receiving a non-speculative event notification and lists the precondition ""The subscriber manager has registered subscribers."" It does not state or assert that the subscriber manager registers itself with the eventserver; therefore it does not verify RQ108.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,not_covered,weak,"TC150 describes receipt/processing of a speculative event notification and uses the precondition ""The subscriber manager has registered subscribers."" It does not assert that the subscriber manager registers itself with the eventserver, so it does not verify RQ108.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,not_covered,weak,TC161 describes how the event server notifies subscriber managers (identifying and sending to IP/port) but does not include any assertion that a subscriber manager performed registration with the eventserver; thus it does not verify RQ108.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,partially_covered,partial,"This test explicitly states the subscriber manager is online and that an event notification is sent to the relevant subscriber manager (server → subscriber manager), which aligns with the push model and real-time publication intent. However, the test does not assert timing bounds, nor does it explicitly verify that the notification was server-initiated (as opposed to being pulled) or that delivery occurred within a real-time threshold; therefore confidence is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC148,not_covered,weak,"This test describes the subscriber manager being offline and then downloading missed events when coming online. That exercise validates a pull/download-on-reconnect behavior, not the push-when-online requirement, so it does not verify the requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_covered,partial,"This test asserts that the server sends an event notification and that the subscriber manager receives and logs it, which supports the push delivery behavior. It lacks explicit online precondition wording and does not assert real-time delivery timing or server-initiated connection semantics, so confidence is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_covered,partial,"Similar to TC149: the test documents sending and receipt of notifications and subsequent processing, supporting push-model delivery. It does not include an explicit online precondition or timing/real-time assertions; therefore coverage is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,partially_covered,full,"This test explicitly describes the event server constructing and sending notifications to subscriber managers (server-initiated send) and states that messages are received. It also includes IP/port identification which supports direct push targeting. While it does not quantify timing with specific thresholds, it clearly exercises the push delivery happy path; because it includes both send and confirmed receipt language, confidence is assessed as full for core push behavior (though timing boundaries are still not measured).",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC146,not_covered,weak,TC146 verifies registration of the subscriber manager with the event server; registration is related infrastructure but does not assert the pull model retrieval of outstanding messages on first startup.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC147,not_covered,weak,"TC147 describes real-time publication to online subscriber managers; it addresses push/real-time delivery, not the pull-on-startup retrieval of outstanding messages required by RQ110.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,covered,full,"The test explicitly sets the subscriber manager offline with outstanding event(s) on the event server, then brings the manager online and asserts that it successfully downloaded the relevant event notifications. This directly exercises the 'on first come online, pull outstanding messages' behavior required by RQ110.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC149,not_covered,weak,TC149 focuses on receiving non-speculative notifications and storing them in a local event log; it does not verify the startup pull retrieval of outstanding messages from the eventserver when the subscriber manager first comes online.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC150,not_covered,weak,TC150 describes receiving speculative event notifications while the subscriber manager is already registered; it does not exercise or assert initial startup pull behavior for outstanding messages from the event server.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC164,not_covered,weak,TC164 concerns processing order of already-received messages and does not address retrieving outstanding messages on startup or implementing a pull model when the subscriber manager first comes online.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,partially_covered,partial,"The test indicates an event notification is sent to the relevant subscriber manager when a requirement changes and the manager is online. However, it does not explicitly assert that the subscriber manager actually receives, stores, or processes the notification (no explicit receive/assertion step or postcondition). This provides partial evidence (send path) but lacks an explicit verification of receipt/handling.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC148,covered,full,"This test demonstrates the subscriber manager receiving (downloading) stored event notifications when coming online, which is a covered scenario of receiving notifications on behalf of managed artifacts (missed/delayed delivery path).",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,covered,full,"The test explicitly states that an event notification is sent to the subscriber manager for a registered subscriber, that the relevant subscriber manager receives the notification, and that the message is stored. This directly demonstrates receipt by the subscriber manager on behalf of a registered subscriber and verifies storage, covering the core requirement behavior.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,covered,full,"The test explicitly shows a notification being sent to a subscriber manager for a registered subscriber and the manager receiving and processing it. This verifies receipt and handling on behalf of a managed subscriber (artifact), satisfying the requirement's core behavior.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,covered,full,The test describes the event server sending notifications to each relevant subscriber manager and explicitly states the event message is received by each relevant subscriber manager on behalf of its managed subscribers. This directly matches the requirement.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC163,not_covered,weak,This test focuses on display ordering of events (presentation-layer behavior). It does not contain an assertion that the subscriber manager receives notifications or that receipt occurs on behalf of managed artifacts; it only assumes messages have been received for the purpose of ordering display. Therefore it does not verify the requirement.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC141,partially_covered,partial,"This test demonstrates the successful establishment of a trace between an artifact and a requirement (happy path). It shows trace creation exists but does not explicitly attribute trace storage/management responsibilities to the subscriber manager nor exercises multiplicity (one or more artifacts) or other management operations (query/update/delete), so coverage is partial.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_covered,partial,"This test verifies that a non-registered subscriber cannot establish a trace (negative path). That implies the subscriber manager enforces some control over trace establishment, which is related to 'managing traces'. However, it does not explicitly show the subscriber manager storing, associating, or managing traces for artifacts or handling multiple artifacts, so coverage is partial.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC143,partially_covered,partial,"This test verifies subscriber registration with the subscriber manager, a prerequisite for controlled trace management. It provides indirect evidence that the manager maintains subscriber state but does not directly verify trace management functions (storing/associating/managing traces or handling multiple artifacts).",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC146,not_covered,weak,This test concerns the subscriber manager registering with an event server (IP/port/name). It does not assert any behavior related to trace management for artifacts.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC149,not_covered,weak,"This test addresses receiving and storing event notifications in an event log. It does not assert trace creation, association, storage, or management for artifacts.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_covered,partial,"This test documents subscriber manager behavior for non-speculative (non-speculative likely corresponding to evolutionary) events, including a concrete postcondition (store in local event log). That demonstrates different handling for a non-speculative class, providing partial evidence the subscriber manager treats event types differently. It still lacks an explicit assertion that the subscriber manager performs the classification step on receipt.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,partially_covered,partial,"This test targets the subscriber manager receiving a speculative event and specifies a distinct postcondition (processing per predefined protocols). It shows subscriber manager behavior for speculative events, which semantically supports differentiation. However, it does not explicitly assert that the subscriber manager classifies the message as speculative versus evolutionary at receipt time nor show the branching decision logic; therefore coverage is partial.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC159,not_covered,weak,"This test explicitly verifies that the event server categorizes events as speculative or evolutionary. However, it demonstrates server-side classification, not classification performed by the subscriber manager upon receipt, so it does not satisfy the requirement that the subscriber manager itself differentiate on receipt.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC161,not_covered,weak,"This test verifies that an evolutionary event is propagated by the event server to subscriber managers, and that subscriber managers receive the message. It does not assert that the subscriber manager itself differentiates between speculative and evolutionary events upon receipt; the behavior asserted is delivery/notification only.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC162,not_covered,weak,This test concerns event server behavior for speculative events and construction of composite messages. It does not exercise or assert subscriber manager classification behavior upon receipt.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC146,not_covered,weak,This test (TC146) concerns registration of the subscriber manager with the event server and does not assert any storing of evolutionary event information in an eventlog.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC148,partially_covered,weak,This test (TC148) verifies that the subscriber manager downloads missed event notifications when coming online but does not explicitly assert that those downloaded notifications are stored in the subscriber manager's eventlog. It is semantically related but lacks an explicit storage assertion.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,covered,full,"This test (TC149) explicitly states that the subscriber manager stores the event notification message in the local event log for non-speculative events. Non-speculative events are equivalent to evolutionary events per the test corpus categorization, directly satisfying the requirement's core behavior.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC150,not_covered,weak,"This test (TC150) addresses speculative events and processing protocols; it does not assert storage in an eventlog, and speculative events are not the evolutionary events targeted by the requirement.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC159,not_covered,weak,This test (TC159) shows the event server storing events in its own event log and categorizing events. It does not assert that the subscriber manager stores evolutionary events in its local eventlog.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC161,not_covered,weak,This test (TC161) concerns notifying subscriber managers when an evolutionary event occurs and only asserts receipt by subscriber managers; it does not assert that the subscriber manager stores the event in an eventlog.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC150,not_covered,weak,TC150 verifies subscriber manager handling of speculative event notifications; it addresses event receipt/processing but does not verify the user's ability to construct speculative queries with a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC151,covered,full,"The test step explicitly describes the user constructing a speculative query using a GUI tool (direct match to requirement). The postcondition verifies the outcome (speculative event message sent/received), demonstrating end-to-end behavior for the GUI action.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC154,not_covered,weak,TC154 describes decomposing a requirement (decompose event). It does not assert GUI-based speculative query construction.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC155,not_covered,weak,"TC155 describes refining a requirement (specify refine event, add requirement). This is not about constructing speculative queries via a GUI.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC156,not_covered,weak,TC156 describes modifying a requirement (specify modify event). It does not address user construction of speculative queries using a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC162,not_covered,weak,"TC162 describes server-side behavior after receipt of a speculative event message (constructing composite event messages). It does not assert that a user constructed the speculative query via a GUI, so it does not verify the requirement.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC165,not_covered,weak,"TC165 concerns the user processing event messages (examining and applying them). It does not assert creation of speculative queries via a GUI, so it does not verify the requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC149,not_covered,weak,TC149 is explicitly about a non-speculative event and its postcondition is storage in the local event log. This does not verify processing of speculative events nor any immediacy guarantee.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC150,partially_covered,partial,"TC150 explicitly exercises the subscriber manager receiving a speculative event and its postcondition states the event notification is processed. However, the test does not assert timing or the word 'immediately' (no latency, ordering vs other events, or prioritization checks). Therefore it addresses the core processing behavior but lacks evidence for the 'immediately' requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC151,not_covered,weak,TC151 covers the user constructing a speculative query that results in a speculative event message being received by the event server; it does not exercise the subscriber manager or verify immediate processing of speculative events.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC162,not_covered,weak,"TC162 exercises event server behavior in constructing composite messages for a speculative event and sending to subscribers, but does not assert how the subscriber manager processes those speculative events or that processing happens immediately.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC164,not_covered,weak,TC164 addresses ordering and user attempts to process events out of order; it does not exercise speculative events being immediately processed by the subscriber manager.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC143,not_covered,weak,This registration test verifies subscriber registration but has no assertions about model execution or use of speculative values by the subscriber manager.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC149,not_covered,weak,This test deals with non-speculative events and storing the notification in a log. It does not assert any model re-execution or use of speculative values and therefore does not verify the requirement.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC150,not_covered,weak,This test references receipt of a speculative event by the subscriber manager but contains no assertion that the subscriber manager re-executes a model or that speculative values are applied to a model run. It is topically related but provides no verification of the required behavior.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC151,not_covered,weak,"This test verifies construction of a speculative query and arrival of a speculative event at the event server, but does not assert that the subscriber manager re-executes any model or that speculative values are used in such execution.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC162,not_covered,weak,"This test describes event server behavior constructing composite messages for subscribers. It does not state that the subscriber manager re-executes a model with speculative values, so it does not verify the requirement.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC147,not_covered,weak,TC147 concerns real-time publication of an event and subscriptions. It does not assert that the subscriber manager provides a report or determination about negative impacts on other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC149,not_covered,weak,TC149 pertains to non-speculative event notification and only asserts that the event notification message is stored in the local event log. There is no assertion that the subscriber manager reports whether a speculative change negatively impacts other requirements and constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC150,not_covered,weak,"TC150 covers receipt/processing of a speculative event notification but only states: ""The event notification message is processed according to predefined protocols."" It does not assert that the subscriber manager reports results indicating negative impacts on other requirements and constraints.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC151,not_covered,weak,TC151 describes user construction of a speculative query and that a speculative event message is received by the event server. It does not assert subscriber-manager reporting of negative-impact results.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC156,not_covered,weak,TC156 documents modify-event behavior and that existing links are changed to tentative status. It does not assert that the subscriber manager reports whether a speculative change negatively impacts other requirements and constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC162,partially_covered,partial,"TC162 demonstrates that the event server collects related requirements' quantitative constraints and sends a customized composite message to subscribers. This provides related requirement data necessary to assess impact, but it does not assert that the subscriber manager evaluates/decides or reports whether the speculative change negatively impacts other requirements and constraints. Thus it partially supports the requirement (data preparation and delivery) but does not verify the reporting/verdict behavior.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC143,not_covered,weak,TC143 addresses subscriber registration with the subscriber manager. There is no mention of restoring executable model state or verifying prior-state consistency.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC144,not_covered,weak,"TC144 tests subscriber failing to register and being removed. This concerns registration flow and removal, not restoration of an executable model or prior state verification.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC146,not_covered,weak,TC146 verifies registration of the subscriber manager with the event server. It does not verify any restore or prior-state restoration behavior.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC148,not_covered,weak,"TC148 describes the subscriber manager coming online and downloading missed event notifications. This verifies retrieval of missed notifications, not restoration of an executable model to a prior state; there is no assertion about restoring model state, comparing pre/post state, or rollback.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC149,not_covered,weak,"TC149 checks that incoming event notifications are received and stored in a local event log. This verifies event persistence, not restoration of an executable model to a prior runtime state.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC164,not_covered,weak,"TC164 prevents processing events out of order. This is about ordering enforcement in processing, not about restoring the executable model to a previously saved state.",—
