Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ124,requirements.txt::chunk24,RQ124	Event types shall include modifying a requirement.,TC156,assertions_verified,full,False,"The test directly specifies a modify event and asserts the requirement change and that a modify event message is sent, which matches the requirement."
RQ125,requirements.txt::chunk25,RQ125	Event types shall include deleting a requirement.,TC157,assertions_verified,full,False,"TC157 directly asserts creating a delete event and its observable outcomes (status set to obsolete and message sent), which map to the requirement that event types include deleting a requirement."
RQ126,requirements.txt::chunk26,RQ126	Event types shall include merging requirements.,TC158,assertions_verified,full,False,"The test explicitly invokes a merge event and asserts the expected outcomes required by RQ126 (merge occurs, message sent, links reassigned)."
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC147,partially_verified,partial,True,Asserts that a requirement change sends an event notification (trigger side) but contains no assertion that the eventserver receives the event.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC153,partially_verified,partial,True,Asserts that adding a requirement causes a new event message to be sent but does not assert that the eventserver received that message.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC156,partially_verified,partial,True,Asserts that modifying a requirement results in a modify event message being sent but does not assert that the eventserver receives that message.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC159,partially_verified,partial,True,Directly asserts the eventserver receives and processes an event message but does not link that received message to a requirement change trigger in the same test.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC160,partially_verified,weak,True,Uses the eventserver having received an event message as a precondition (assumption) rather than asserting receipt resulting from a requirement change.
RQ128,requirements.txt::chunk28,RQ128	On receipt of an event message the eventserver shall record the event in an eventlog.,TC159,assertions_verified,full,False,"The test explicitly states storage in the event log and a post-condition that the event is stored, directly matching the requirement's obligation."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC160,partially_verified,full,True,"The test steps and postcondition explicitly describe identification of impacted requirements, a subscriber search, and assert that all relevant subscribers are identified, which directly maps to the requirement's stated behaviour."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC159,assertions_verified,full,False,Direct statement that the event server categorizes each event as speculative or evolutionary provides direct verification of the requirement's core behavior and observable outcome (stored categorization).
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC161,assertions_verified,partial,False,"Shows behaviour specific to evolutionary events (notification flow) indicating the system distinguishes and treats evolutionary events, but lacks an explicit assertion of the categorization action."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC162,assertions_verified,partial,False,"Exhibits handling for speculative events (composite message construction) showing the system treats speculative events distinctly, but does not assert the differentiation mechanism itself."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC161,assertions_verified,full,False,"Direct coverage: test asserts receipt of an evolutionary event, that the server builds and sends notifications, and that subscriber managers receive the message."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC147,assertions_verified,partial,False,Partial: shows notification on requirement change (happy path) but lacks explicit linkage to an 'evolutionary event' type and broader error/boundary cases.
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC149,assertions_verified,partial,False,Partial: asserts notification delivery and persistence at subscriber manager but does not tie the notification explicitly to an 'evolutionary' event source in this test chunk.
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC160,assertions_verified,partial,False,Partial: identifies impacted requirements and discovers subscribers (necessary precondition) but does not assert the notification send/receipt action.
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC162,assertions_verified,full,False,"The test text explicitly states the event server constructs a composite event message for a speculative event and sends the customized message to subscribers, which directly satisfies the requirement."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC162,partially_verified,partial,True,"Directly asserts identification of additional requirements and retrieval of quantitative constraints and packaging per subscriber, but does not assert these actions explicitly 'for each impacted executable model'."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC160,partially_verified,weak,True,Asserts identification of impacted requirements and subscribers but lacks any assertion about finding related requirements or constraints per executable model.
RQ134,requirements.txt::chunk34,RQ134	The eventserver shall retrieve quantitative values related to these additional requirements and constraints through querying the requirements management tool.,TC162,partially_verified,partial,True,The test step explicitly states querying DOORS and obtaining quantitative information (core behaviour) but is a high-level description without executable assertions or coverage of failure/boundary cases.
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC162,partially_verified,partial,True,"Directly asserts composite message construction including changed requirement and quantitative constraints and sending to subscribers, but lacks assertions about completeness for each impacted model and error/conflict handling."
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC159,partially_verified,weak,True,Covers receiving and categorizing speculative events (necessary precursor) but contains no assertions about composing or validating the composite speculative message content.
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC160,partially_verified,weak,True,Verifies identification of impacted requirements and subscribers (a precursor) but does not assert composite message construction or inclusion of related requirements/constraints.
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC161,partially_verified,partial,True,"Asserts sending notifications to subscriber managers and receipt by subscriber managers, but does not assert direct delivery to executable model endpoints or per-model customization."
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC162,partially_verified,partial,True,"Asserts construction of a customized/composite message and that the customized message is sent to the relevant subscriber, but does not assert per-executable delivery, acknowledgements, or error handling."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC163,partially_verified,partial,True,"The test directly asserts receipt-order display for a selected artifact with a precondition of at least three events, but it does not explicitly assert that all evolutionary events for that artifact are displayed (no omissions)."
RQ138,requirements.txt::chunk38,RQ138	The user shall update related artifacts according to the information contained in the event messages.,TC165,assertions_verified,full,False,"The test step and postconditions directly state the user updates artifacts using event message information and describe verifiable outcomes (links changed, messages removed)."
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC165,assertions_verified,full,False,"The test explicitly describes the user discarding tentative links and the system removing event messages based on eliminated tentative links, directly matching the requirement."
RQ140,requirements.txt::chunk40,RQ140	The notification processing system shall automatically eliminate any events that are not longer valid as a result of the user eliminating temporary traces.,TC165,assertions_verified,full,False,"The test postcondition explicitly asserts removal of event messages when tentative links are eliminated, matching the requirement's automatic elimination of events rendered invalid by removal of temporary traces."
