Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,partially_covered,weak,"TC147 documents that a subscriber manager may be subscribed to a requirement and that an event notification is sent upon requirement change. This demonstrates behavior resulting from an existing subscription (notification), supporting the subscription concept, but it does not assert the act of establishing the subscription/trace itself. Therefore it is only partially relevant with weak confidence.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC154,not_covered,weak,TC154 focuses on decomposition of requirements and temporary requirement-to-requirement links. It does not address artifact subscriptions or artifact-to-requirement trace establishment.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC155,not_covered,weak,"TC155 concerns requirement refinement and temporary links between requirements (requirement-to-requirement links). It does not assert establishing a subscription from an artifact to a requirement or artifact-to-requirement traces, so it does not verify the requirement.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC143,partially_covered,partial,"TC143 directly asserts that a subscriber 'is registered under the subscriber manager', which aligns with the requirement's core intent (placement under control). However, it only shows this for a subscriber artifact and does not address the universal quantifier ('Each artifact'), other artifact classes, or boundaries/error paths; thus confidence is partial.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC144,partially_covered,partial,"TC144 exercises a negative/ enforcement path: it shows that when a subscriber fails to register, the system removes the subscriber. This demonstrates an enforcement consequence for failure to be placed under the subscriber manager, which is semantically related to the requirement but does not demonstrate positive placement for all artifacts or other artifact types; therefore coverage is partial.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC146,not_covered,weak,"TC146 addresses subscriber manager registration with an event server (manager identity publishing). It does not assert that artifacts are placed under the control of a subscriber manager, so it does not verify the requirement.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC147,not_covered,weak,"TC147 describes an event publication and assumes a subscriber manager is subscribed; it does not assert placement of arbitrary artifacts under subscriber manager control, so it does not verify the requirement.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC149,not_covered,weak,"TC149 verifies receipt and storage of an event notification by a subscriber manager; while it presumes registered subscribers exist, it does not assert that 'each artifact' is placed under subscriber manager control, so it does not verify the requirement.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC164,not_covered,weak,"TC164 concerns event processing order and prohibition of out-of-order processing. It does not assert that artifacts are placed under the control of a subscriber manager, so it does not verify the requirement.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC143,not_covered,weak,TC143 verifies subscriber registration with a subscriber manager; it does not exercise or assert subscription deletion.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC144,not_covered,weak,"TC144 addresses subscriber registration failure and removal from system, not explicit user-initiated deletion of subscriptions; no subscription-deletion assertion present.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC145,covered,full,"TC145 explicitly exercises deletion of a subscription (Steps: ""The user deletes the subscription"") and asserts the postcondition that the subscription has been deleted (""The subscription has been deleted.""), directly satisfying the requirement's core behavior.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC147,not_covered,weak,TC147 describes publishing an event to subscriber managers; it does not test or assert deletion of subscriptions.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC157,not_covered,weak,"TC157 concerns deleting a requirement and related messaging/status changes, not deleting a subscription; no assertion about subscription deletion is present.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC143,not_covered,weak,"This test concerns a subscriber registering with a subscriber manager, not the subscriber manager registering with the event server. It does not verify the requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,covered,partial,"This test directly asserts the subscriber manager registering its IP, port and name with the event server and the postcondition that it is registered. It verifies the core action of registration. It does not itself assert that registration enables receiving messages, so confidence is partial (registration verified; linkage to receiving is covered by other tests).",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC148,partially_covered,partial,"The test verifies that, upon coming online, a subscriber manager downloads missed notifications from the event server (covers receipt/recovery). It does not explicitly test the act of registering itself with the eventserver, so it is a partial match.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,partially_covered,partial,"The test verifies that a subscriber manager can receive event notifications and store them (verifies the 'receive relevant event messages' purpose). It does not assert the subscriber manager registering itself with the eventserver, so registration action is not verified by this test.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,partially_covered,partial,"The test verifies that the subscriber manager receives and processes event notifications (covers the 'receive' purpose). It does not assert that the subscriber manager registered itself with the eventserver, so it only partially addresses the requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,partially_covered,partial,This test shows the event server using subscriber-manager addressing (IP/port) to send notifications and that subscriber managers receive messages. It implies a registration mapping (IP/port stored/used) but does not explicitly exercise the registration action; thus it partially supports the requirement.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,covered,full,"TC147 explicitly states a precondition that a subscriber manager is online and the title notes 'published in real time'. The steps state an event notification is sent to the relevant subscriber manager. Together these satisfy the conditional ('if online'), the push action (server sends notification), and the real-time requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC148,not_covered,weak,"TC148 describes an offline-to-online retrieval where the subscriber manager downloads missed events (pull). It does not demonstrate the push-model being used when the subscriber manager is already online, so it does not verify the requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_covered,partial,"TC149 shows an event notification is sent to and received by the subscriber manager, which semantically indicates a push. However it does not explicitly state the subscriber manager is online as a precondition nor explicitly mention 'real time'; therefore it partially covers the requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_covered,partial,"TC150 demonstrates notifications being sent and received (indicative of push). It lacks an explicit 'online' precondition and does not state 'real time', so it only partially verifies the requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,partially_covered,partial,"TC161 explicitly describes the event server building and sending notification messages to subscriber managers (push). It does not explicitly assert the conditional 'subscriber manager is online' or expressly state 'real time' delivery, so it partially covers the requirement.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC146,not_covered,weak,TC146 validates registration of the subscriber manager with the event server; registration is related but does not cover pulling outstanding messages upon initial online arrival.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC147,not_covered,weak,TC147 describes real-time event publication to an online subscriber manager; it verifies push/real-time delivery rather than pull-on-start retrieval of outstanding messages.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,covered,full,"TC148 explicitly sets the precondition that the subscriber manager was offline and the event server has stored an undelivered event, then the manager comes online and the postcondition asserts it has successfully downloaded the relevant event notifications. This directly demonstrates the pull-on-start behavior required by RQ110.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC149,not_covered,weak,TC149 checks reception and local storage of a non-speculative event notification. It does not assert behavior triggered by the subscriber manager first coming online to retrieve outstanding events.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC150,not_covered,weak,TC150 verifies that a speculative event notification is received and processed; it does not address the manager coming online and performing a pull of outstanding messages from the event server.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC164,not_covered,weak,TC164 concerns processing order of received events by a user and enforces order constraints. It does not exercise or assert the subscriber manager pulling outstanding events when coming online.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,partially_covered,partial,"The test ensures an event notification is sent to the relevant subscriber manager (real-time publish), but it does not explicitly assert that the subscriber manager successfully receives or stores the notification. Thus it is semantically close but missing an explicit receive/assertion step.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC148,covered,full,"This test verifies recovery of missed notifications by asserting the subscriber manager downloads (receives) event notifications on behalf of its managed artifacts, directly supporting the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,covered,full,The test explicitly states that the relevant subscriber manager receives the event notification and further verifies postcondition storage; this directly exercises the requirement for receipt on behalf of a managed artifact (registered subscriber).,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,covered,full,"This test explicitly exercises receipt of event notifications (speculative variant) and verifies subsequent processing, directly satisfying the requirement that the subscriber manager receives notifications for its managed artifacts.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,covered,full,"The test asserts that the event message is received by each relevant subscriber manager on behalf of its managed subscribers, directly matching the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC163,not_covered,weak,"This test focuses on display ordering and lists as a precondition that event messages have been received; it does not assert that the subscriber manager receives notifications, so it does not directly verify the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC164,not_covered,weak,This test uses as a precondition that event messages have already been received by the subscriber manager; it exercises ordering/processing constraints rather than verifying that receipt occurs. It therefore does not provide direct evidence for the requirement.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC141,covered,full,This test directly exercises the core required capability: creating (managing) a trace between an artifact and a requirement. It demonstrates the happy-path behavior required by the statement 'manage traces for one or more artifacts.',—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_covered,partial,This test verifies a negative management behavior: the subscriber manager prevents trace creation by an unregistered subscriber. That demonstrates enforcement/control over trace management (an aspect of managing traces) but does not show successful trace creation or other trace-management capabilities.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC143,not_covered,weak,"Test verifies subscriber registration with the subscriber manager (a prerequisite) but does not assert any trace management behavior (creation, retrieval, update, deletion) required by the requirement.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC146,not_covered,weak,This test addresses registration of the subscriber manager with an event server and does not provide evidence of managing traces for artifacts.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC147,not_covered,weak,"This test concerns event publication and notification; it does not assert any trace management behavior (establishing, storing, retrieving traces).",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC149,not_covered,weak,"This test concerns receiving and logging event notifications; it does not assert trace creation, storage, retrieval, or other trace-management operations.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_covered,partial,"The test explicitly references a 'non-speculative' event received by the subscriber manager and a concrete postcondition for handling it, which exercises the non-speculative (i.e., evolutionary) path. However, it does not explicitly state that the subscriber manager parsed the message to determine its type or that it differentiates between types at receipt time vs relying on upstream classification; therefore coverage is partial.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,not_covered,weak,"This test indicates the subscriber manager receives a speculative event notification and that the message is 'processed according to predefined protocols', but it does not explicitly assert that the subscriber manager differentiates between speculative and evolutionary events upon receipt; no explicit parsing/identification step is described for differentiation.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_covered,partial,"The test explicitly states the subscriber manager parses an event message to determine it is a speculative event, directly exercising classification for speculative messages. It does not demonstrate subscriber manager classification of evolutionary events nor verify differentiation behavior across both event types or that classification happens 'on receipt' in all cases; therefore only partial coverage.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC159,not_covered,weak,"This test asserts that the event server 'categorizes each event according to whether it is speculative or evolutionary' and stores it. The categorization is performed at the event server, not at the subscriber manager, so it does not demonstrate the subscriber manager performing the required differentiation on receipt.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC161,not_covered,weak,"This test describes the event server notifying subscriber managers when an evolutionary event occurs and that the subscriber manager receives the event message. It does not assert that the subscriber manager differentiates between speculative and evolutionary events on receipt; categorization and notification originate from the event server, so it does not verify the subscriber manager's differentiation behavior.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC146,not_covered,weak,"TC146 covers registration of the subscriber manager with the event server (IP, port, name). No assertion about storing evolutionary event information in an event log is present.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC148,not_covered,weak,"TC148 describes the subscriber manager coming online and downloading missed event notifications from the event server, but it does not assert that these downloaded notifications are stored in a local event log.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,covered,full,"TC149 explicitly states that when the subscriber manager receives a non-speculative event notification (non-speculative semantically corresponds to evolutionary), the event notification message is stored in the local event log. This directly satisfies the requirement's obligation to store evolutionary event information.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC150,not_covered,weak,TC150 addresses receipt and processing of speculative event notifications and states the message is processed according to protocols; it does not assert persisting evolutionary event information to an event log.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC152,not_covered,weak,"TC152 covers processing of speculative events (model injection, execution, restore, and response). Speculative events are explicitly different from evolutionary events; no assertion states the subscriber manager stores evolutionary event information in an event log.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC159,not_covered,weak,"TC159 states the event server stores event details in its event log and categorizes events as evolutionary or speculative. This is evidence about the event server's log, not the subscriber manager's storage obligation; it does not assert the subscriber manager storing evolutionary events.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC161,not_covered,weak,"TC161 describes notifications being sent to subscriber managers and that the message is received by each relevant subscriber manager, but it contains no postcondition or assertion that the subscriber manager stores evolutionary (non-speculative) event information in an event log.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC150,not_covered,weak,This test covers the subscriber manager receiving an event notification; it does not verify GUI-based construction of speculative queries.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC151,covered,full,The test step explicitly states that the user constructs a speculative query using a GUI tool and the postcondition verifies a speculative event message is received by the event server. This directly exercises and verifies the GUI-based construction capability required by RQ115.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC152,not_covered,weak,"This test focuses on the subscriber manager processing a speculative event message (parsing, injecting values, re-executing models). It assumes a speculative query has been issued but does not exercise or verify that the query was constructed via a GUI.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC154,not_covered,weak,This test covers decomposing a requirement and related event messaging; it does not exercise or verify construction of speculative queries via a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC155,not_covered,weak,This test concerns refining a requirement and sending a refine event message; it does not address constructing speculative queries via a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC156,not_covered,weak,This test is about modifying a requirement and sending modify events; it does not verify GUI-based speculative query construction.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC165,not_covered,weak,This test describes a user processing event messages and updating artifacts/links. It does not include steps related to constructing speculative queries via a GUI.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC149,not_covered,weak,"TC149 covers receipt and storage of non-speculative event notifications and explicitly indicates the event is non-speculative. It does not address speculative events or immediate processing, so it does not verify RQ116.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC150,partially_covered,partial,"TC150 documents receipt of a speculative event notification and states the message is 'processed according to predefined protocols', which supports the functional processing behavior. It does not, however, assert timing/latency (the 'immediately' constraint) or detail the processing actions for speculative events specifically, so it provides partial but incomplete evidence for RQ116.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC151,not_covered,weak,TC151 covers construction of a speculative query and the generation/receipt of a speculative event message by the event server; it does not exercise the subscriber manager's processing behavior or the immediate processing constraint.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC152,partially_covered,partial,"TC152 explicitly demonstrates that the subscriber manager receives and processes a speculative event end-to-end (parse, inject model values, re-execute, collate, restore, return results). However, the test text does not assert any timing or latency requirement (nothing that validates the word 'immediately'), nor does it exercise error/failure or concurrency boundary cases. Therefore it partially satisfies the requirement's functional intent but lacks evidence for the 'immediately' constraint and edge/error scenarios.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC164,not_covered,weak,"TC164 concerns user attempts to process events out of order and enforces ordering restrictions; it does not exercise or assert immediate processing of speculative events, so it does not verify RQ116.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC143,not_covered,weak,This test covers subscriber registration; it does not mention model execution or speculative value usage.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC149,not_covered,weak,This test covers receiving a non-speculative event and storing it; it does not address re-executing the model with speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC150,not_covered,weak,This test describes receipt of a speculative event notification by the subscriber manager but does not mention injecting speculative values or re-executing the model.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC151,not_covered,weak,This test describes the user constructing a speculative query and that a speculative event message is received by the event server; it does not assert that the subscriber manager re-executes the model using speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC152,covered,full,"The test text explicitly describes injecting speculative values into the performance model and re-executing it, which directly implements the requirement's action. It also verifies result collation and model restoration, covering the full core behavior specified.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC147,not_covered,weak,TC147 concerns publishing an event in real time and notifying subscriber manager(s). It does not assert analysis of speculative changes nor reporting of negative impacts to other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC149,not_covered,weak,TC149 covers storage of non-speculative event notifications in the local event log. It does not address speculative-change impact analysis or reporting on negative impacts to other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC150,not_covered,weak,TC150 acknowledges receipt/processing of a speculative event but contains no assertion that the subscriber manager determines or reports whether the speculative change negatively impacts other requirements or constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC151,not_covered,weak,TC151 validates construction and sending of a speculative query/event. It does not verify that the subscriber manager reports whether the speculative change negatively impacts other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_covered,partial,"TC152 demonstrates that the subscriber manager parses a speculative event, re-executes the model, collates results, and returns a response. This shows the processing and result-return behavior but does not assert that the returned results explicitly indicate whether the speculative change negatively impacts other requirements and constraints (no evidence of impact-detection or reporting of negative impacts). Therefore partial coverage of the requirement.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC156,partially_covered,partial,"TC156 shows that the system updates requirement links to a tentative status after a modify event, which is related to representing potential impacts on requirements. However, it does not demonstrate analysis of speculative changes or explicit reporting that a speculative change negatively impacts other requirements/constraints. This yields partial topical coverage of impact-reporting mechanisms (link status) but not the specific speculative-impact determination required by RQ118.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC143,not_covered,weak,TC143 relates to subscriber registering with subscriber manager; no content about model execution or restoration.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC144,not_covered,weak,TC144 covers subscriber registration failure flow and removal from system; no mention of model execution or restoration.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC146,not_covered,weak,TC146 addresses registering the subscriber manager with the event server; it does not exercise or assert restoration of an executable model.,—
