Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC154,partially_verified,partial,True,"States 'The trigger driver is running.' and asserts 'A decompose event message is sent', covering a happy-path driver-triggered decompose event."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC155,partially_verified,partial,True,"States 'The trigger driver is running.' and asserts 'A refine event message is sent', covering a happy-path driver-triggered refine event."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC156,partially_verified,partial,True,"States 'The trigger driver is running.' and asserts 'A modify event message is sent', covering a happy-path driver-triggered modify event."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC158,partially_verified,partial,True,"States 'The trigger driver is running.' and asserts 'A merge event message is sent', covering a happy-path driver-triggered merge event."
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC153,partially_verified,full,True,"TC153 explicitly names and executes the 'Add New Requirement' event and states a post-condition that a new event message is sent, directly aligning with the requirement's core behavior."
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC155,partially_verified,partial,True,"TC155 documents adding an additional requirement only as part of a 'refine' event, which is relevant but scoped and does not assert a distinct 'add new requirement' event type or full add-event semantics."
RQ122,requirements.txt::chunk22,RQ122	Event types shall include decomposing one requirement into two or more requirements.,TC154,assertions_verified,full,False,The test steps and post-conditions explicitly perform and verify splitting one requirement into multiple requirements and describe expected post-conditions.
RQ123,requirements.txt::chunk23,RQ123	Event types shall include refining one requirement by adding an additional requirement to the existing one.,TC155,assertions_verified,full,False,"The test text directly asserts the refine event, selection of an existing requirement, and the addition of at least one related requirement as the postcondition, which implements the requirement."
RQ124,requirements.txt::chunk24,RQ124	Event types shall include modifying a requirement.,TC156,assertions_verified,full,False,The test directly invokes a modify event and asserts both the requirement change and that a modify event message is sent.
RQ125,requirements.txt::chunk25,RQ125	Event types shall include deleting a requirement.,TC157,assertions_verified,full,False,"The test text directly states a delete event is specified and lists concrete post-conditions that follow deletion, thereby directly verifying the requirement."
RQ126,requirements.txt::chunk26,RQ126	Event types shall include merging requirements.,TC158,assertions_verified,full,False,"The test text directly specifies a merge event and asserts the core outcomes (requirements merged, merge event message sent, links reassigned), matching the requirement."
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC159,assertions_verified,full,False,"Directly asserts that the event server receives an event message and stores/categorizes it, covering the receiving behavior required."
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC153,assertions_verified,partial,False,Asserts that adding a requirement sends a new event message but does not assert that the eventserver receives it.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC156,assertions_verified,partial,False,Asserts that modifying a requirement sends a modify event message but does not assert that the eventserver receives it.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC157,assertions_verified,partial,False,Asserts that deleting a requirement sends a delete event message but does not assert that the eventserver receives it.
RQ128,requirements.txt::chunk28,RQ128	On receipt of an event message the eventserver shall record the event in an eventlog.,TC159,assertions_verified,full,False,"Direct, explicit assertion that the event server stores event details in its event log and postcondition that the event is stored."
RQ128,requirements.txt::chunk28,RQ128	On receipt of an event message the eventserver shall record the event in an eventlog.,TC149,assertions_verified,partial,False,"Shows that notifications are stored in a local event log by a subscriber manager, providing supporting but not direct evidence for the eventserver actor."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC160,assertions_verified,full,False,"The test contains an explicit postcondition asserting that all relevant subscribers are identified, directly matching the requirement's core behavior."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC161,assertions_verified,partial,False,"This test exercises downstream actions but uses 'identified a list of subscribers' as a precondition rather than asserting the identification step itself, so it only partially supports the requirement."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC159,assertions_verified,full,False,Direct statement in the test that the event server categorizes events as speculative or evolutionary matches the requirement's demand to differentiate events.
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC161,assertions_verified,partial,False,The test's precondition assumes an event is evolutionary (implying prior classification) but does not assert that the event server performed the differentiation itself.
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC161,assertions_verified,full,False,"Directly exercises the full requirement flow including the evolutionary-event precondition, send action, and receipt postcondition as stated in the test text."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC147,assertions_verified,partial,False,"Demonstrates that ""An event notification is sent"" upon a requirement change but ""lacks explicit evolutionary classification and end-to-end receipt assertion."""
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC149,assertions_verified,partial,False,"Shows that the subscriber manager ""receives the event notification"" and logs it, evidencing delivery but not the eventserver-side send logic tied explicitly to evolutionary events."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC159,assertions_verified,partial,False,"The event server categorizes events (trigger detection) but ""lacks any assertion that notifications are performed."""
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,NO_TEST_CASE,no_assertion_evidence,weak,True,"No candidate tests were provided and the available test descriptions (TC159, TC151, TC152, TC150, TC149) do not contain assertions that the eventserver constructs or assembles a composite event message. The traceability analysis explicitly states receipt, parsing, categorization, subscriber processing, and message storage are covered but composition, content/schema, aggregation, error handling, and forwarding of a composite message are unverified."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC147,partially_verified,partial,True,Indicates notification to relevant subscribers (implies identification of relevant requirements) but does not assert discovery of constraints or per-model enumeration.
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC154,partially_verified,partial,True,Demonstrates decomposition and link establishment (related requirements) but provides no assertion about related constraints or per-executable-model mapping.
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC155,partially_verified,partial,True,Shows creation of related requirements and temporary links (supports related-requirements aspect) but omits constraints identification and per-model associations.
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC158,partially_verified,partial,True,Shows link assignment during merges (supports related-requirements handling) but lacks assertions about constraints identification and per-executable-model mappings.
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC160,partially_verified,partial,True,Directly asserts identification of impacted requirements and subscriber discovery but does not assert identification of constraints or per-executable-model mapping.
RQ134,requirements.txt::chunk34,RQ134	The eventserver shall retrieve quantitative values related to these additional requirements and constraints through querying the requirements management tool.,NO_TEST_CASE,no_assertion_evidence,weak,True,"None of the candidate tests contain steps or assertions that the eventserver queries a requirements management tool or retrieves quantitative values. The provided tests focus on requirement lifecycle events and subscriber identification/publishing and therefore do not assert sending queries to an RM tool, receiving numeric attributes, validating units/ranges, handling RM tool errors/timeouts, or performance/latency of such queries."
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC160,partially_verified,partial,True,Identifies impacted requirements (supports gathering related requirements) but does not assert composition of a composite speculative message or inclusion of constraint values.
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC159,partially_verified,weak,True,Parsing and categorization are prerequisites for composing a composite message but do not verify message assembly or inclusion of requirements/constraint values.
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC161,partially_verified,partial,True,"Asserts delivery to subscriber managers and receipt by them, but does not assert per-model customization or end-to-end receipt by executable models."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC163,partially_verified,partial,True,Directly asserts received-order display for a selected artifact but does not assert that displayed messages are specifically 'evolutionary' or that 'all' evolutionary events are shown.
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC164,partially_verified,partial,True,Supports enforcement of processing order but does not explicitly assert user view/filtering of evolutionary events or completeness of displayed events.
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC165,partially_verified,partial,True,Confirms artifact-scoped display but does not assert ordering for all evolutionary events nor exclusive filtering to evolutionary events.
RQ138,requirements.txt::chunk38,RQ138	The user shall update related artifacts according to the information contained in the event messages.,TC165,partially_verified,full,True,Direct textual match: the test explicitly instructs the user to apply event message information to update the artifact and includes postconditions verifying link changes and removal of related event messages.
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC165,partially_verified,full,True,"Directly states user-driven selection to discard tentative links and explicit removal of event messages generated from eliminated tentative links, satisfying the core elimination behavior."
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC154,partially_verified,partial,True,Asserts establishment of temporary links during decomposition but provides no assertion that those temporary links are eliminated when unnecessary.
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC157,partially_verified,partial,True,Asserts creation of tentative links after a delete event but does not assert subsequent elimination or cleanup of those tentative links or related messages.
RQ140,requirements.txt::chunk40,RQ140	The notification processing system shall automatically eliminate any events that are not longer valid as a result of the user eliminating temporary traces.,TC165,partially_verified,partial,True,"This postcondition asserts removal of event messages that were sent based on a tentative link when that tentative link is eliminated, but it lacks coverage of timing, completeness ('any events'), and error/edge cases."
