Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us3496.c,partially_verified,partial,True,Asserts HTTP path segment validation (EST_ERR_HTTP_INVALID_PATH_SEGMENT) which verifies HTTP-layer input validation but does not exercise TLS/TCP runtime transport in this chunk.
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us4020.c,partially_verified,partial,True,Same as chunk39: successful est_client_enroll asserts EST-over-TLS operation (implemented over TCP) but does not test DTLS/UDP.
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us4020.c,partially_verified,partial,True,"Successful enroll via est_client_enroll (CU_ASSERT(e_rc == EST_ERR_NONE)) indicates the client completed an EST-over-HTTPS transaction implemented over TCP sockets, but it does not exercise DTLS/UDP."
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us4020.c,partially_verified,partial,True,"Explicit TCP port configuration and CU_ASSERT on enroll success show client-side EST messages sent to a TCP endpoint, supporting TCP+TLS+HTTP layering but not exercising server accept or TLS negotiation assertions."
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us894.c,partially_verified,partial,True,The test asserts an HTTP/TLS-related rv value (CU_ASSERT(rv == 0)) in a scenario describing TLS/HTTP behavior; this provides partial evidence of EST over TLS but does not address DTLS/UDP.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us898.c,partially_verified,partial,True,"Asserts CSR-ATTRS retrieval success and shows an auth-failure enroll path, providing some negative-path coverage but not covering header/media-type assertions or server-side registration."
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us898.c,partially_verified,partial,True,"Asserts successful CSR retrieval and enroll (CU_ASSERT(rv == EST_ERR_NONE)), demonstrating TLS-based EST client operations but not DTLS/UDP coverage."
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us898.c,partially_verified,partial,True,Calls to est_client_get_csrattrs/enroll/reenroll with CU_ASSERT on EST_ERR_* demonstrate HTTP request/response behavior and auth-related outcomes but do not assert server-side TCP accept or TLS negotiation parameters.
RQ1,RQ1.txt::chunk1,"This document profiles certificate enrollment for clients using Certificate Management over CMS (CMC) [RFC5272] messages over a secure transport. Enrollment over Secure Transport (EST) describes the use of Transport Layer Security (TLS) 1.1 [RFC4346], 1.2 [RFC5246], or any future version) and Hypertext Transfer Protocol (HTTP) [RFC2616] to provide an authenticated and authorized channel for Simple Public Key Infrastructure (PKI) Requests and Responses [RFC5272]",us899.c,partially_verified,partial,True,"Asserts EST_ERR_SSL_CONNECT for CSR retrieval and enroll attempts, exercising TLS error handling but not TLS-version negotiation or enforcement."
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us899.c,partially_verified,partial,True,"Asserts successful EST client operations (CU_ASSERT(rv == EST_ERR_NONE)), providing evidence of TLS/TCP behavior but no DTLS/UDP validation."
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us899.c,partially_verified,partial,True,"The test asserts TLS-specific connection errors (CU_ASSERT(rv == EST_ERR_SSL_CONNECT)), showing attempted TLS handshakes but not any DTLS/UDP behavior."
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us903.c,partially_verified,partial,True,"Asserts est_client_get_csrattrs success, but uses a test-only hack (ctx->csr_pop_required = 1) to force CSR contents which weakens the test's fidelity to production behavior."
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us903.c,partially_verified,partial,True,"Sets a localhost TCP port and asserts success on CSRATTRS/enroll, evidencing client-side HTTP/TLS over TCP usage but lacking assertions on TLS parameters or server-side accept/listen behavior."
RQ1,RQ1.txt::chunk0,REQUIREMENT 1,NO_TEST_CASE,no_assertion_evidence,weak,True,"The requirement text provides no actionable or measurable behavior (only 'REQUIREMENT 1'). No candidate tests were supplied, so there is no assertion evidence to verify any behavior or acceptance criteria."
RQ1,RQ1.txt::chunk2,". Architecturally, the EST service is located between a Certification Authority (CA) and a client. It performs several functions traditionally allocated to the Registration Authority (RA) role in a PKI. The nature of communication between an EST server and a CA is not described in this document. EST adopts the Certificate Management Protocol (CMP) [RFC4210] model for CA certificate rollover, but it does not use the CMP message syntax or protocol",NO_TEST_CASE,no_assertion_evidence,weak,True,"The requirement is architectural in nature: EST sits between a CA and a client, performs RA-like functions, the nature of EST<->CA communication is not described, and EST adopts the CMP model for CA certificate rollover but does not use CMP message syntax. Candidate tests are empty and provided unit tests do not assert or observe server-side behavior such as forwarding enroll/reenroll requests to a signing authority or verifying CMP-modeled rollover behavior."
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us3512.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us748.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us898.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us899.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,NO_TEST_CASE,no_assertion_evidence,weak,True,"No candidate tests were provided and thus there are no assertions that exercise server-side key generation. The supporting code shows key-generation handling wrapped in a disabled #if 0 block with a FIXME noting ""this is currently not implemented"", and the active server initialization requires a provided tls_id_key/tls_id_cert rather than generating keys."
RQ10,RQ10.txt::chunk1,The EST client can request a server-generated certificate and key pair (see Section 4.4).,NO_TEST_CASE,no_assertion_evidence,weak,True,"No provided test unambiguously demonstrates the client requesting AND receiving a server-generated private key along with a certificate. Most tests exercise est_client_enroll (client-supplied CSR/key) and est_client_copy_enrolled_cert (retrieving a certificate issued in response to the client's CSR). The headers declare a provisioning API (est_client_provision_cert), but provided source snippets do not include implementation or documentation confirming server-generated private-key retrieval."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,full,True,Direct assertions that attributes and the public key were set on the X509_REQ provide concrete verification of CSR content assembly.
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,full,True,"Asserts populate_x509_request returns EST_ERR_NONE, directly demonstrating CSR construction (attributes + key) on the client side."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,partial,True,"Asserts CSR construction and that client was configured to force PoP, but does not assert that PoP was embedded into a sent CSR and validated end-to-end by the server."
RQ11,RQ11.txt::chunk1,Full PKI Request [RFC5272] messages can be transported via EST using the Full CMC Request function. This affords access to functions not provided by the Simple Enrollment functions. Full PKI Request messages are defined in Sections 3.2 and 4.2 of [RFC5272]. See Section 4.3 for a discussion of how EST provides a transport for these messages.,NO_TEST_CASE,no_assertion_evidence,weak,True,"No candidate tests were provided to demonstrate handling or transport of RFC5272 Full PKI (Full CMC) Request messages. The supplied source snippets and API surface document only simple enroll/reenroll (PKCS#10 -> PKCS7) flows (e.g., est_client_enroll, est_client_enroll_csr, est_client_reenroll and server handlers for simpleenroll/reenroll) and do not reference RFC5272, CMC, or a Full CMC Request API. Therefore there is no assertion evidence that the requirement is implemented or tested."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1005.c,partially_verified,weak,True,"Verifies server detection of missing PoP by scanning debug logs rather than asserting API return values or responses, which is a weaker verification pattern."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1883.c,partially_verified,weak,True,"Same pattern as us2174: reenroll API exercised but the asserted expected_enroll_rv (not necessarily success) and comments indicate failure is expected, so it doesn't verify the happy-path PKCS7 return."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us2174.c,partially_verified,weak,True,"Calls reenroll API and asserts equality to expected_enroll_rv, but comments indicate this is expected to fail in current environment, so it does not demonstrate a successful PKCS7 issuance."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us1005.c,partially_verified,full,True,"Asserts client-side behavior: when server requires PoP the client logs that it will include challengePassword in CSR, validating PoP insertion into the Simple PKI CSR."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us1005.c,partially_verified,full,True,"Asserts server logs detection of missing PoP in CSR when PoP is not present, validating server-side detection of PoP attribute presence/absence."
RQ13,RQ13.txt::chunk11,"Certificates and their corresponding uses:


   +--------------+--------------------+-------------------------------+
   | Certificate  | Issuer             | Use and section references    |
   +==============+====================+===============================+
   | EST server   | The CA served by   | Presented by the EST server   |
   | certificate  | the EST server     | during the TLS handshake.     |
   |              |                    |                               |
   |              |                    | Section 3.3.1                 |
   +--------------+--------------------+-------------------------------+
   | EST server   | A CA               | Presented by the EST server   |
   | certificate  | authenticatable by | during the TLS handshake.     |
   |              | a third-party TA,  |                               |
   |              | e.g., a web server | Section 3.3.1 and             |
   |              | CA                 | Security Considerations       |
   +--------------+--------------------+-------------------------------+
   | Third-party  | A CA               | Presented by the EST client   |
   | EST client   | authenticatable by | to the EST server by clients  |
   | certificate  | a third-party TA,  | that have not yet enrolled.   |
   |              | e.g., a device     |                               |
   |              | manufacturer       | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | EST client   | The CA served by   | Presented to the EST server   |
   | certificate  | the EST server     | during future EST operations. |
   |              |                    |                               |
   |              |                    | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | End-entity   | The CA served by   | Clients can obtain certs      |
   | certificate  | the EST server     | that are intended for         |
   |              |                    | non-EST uses.  This includes  |
   |              |                    | certs that cannot be used     |
   |              |                    | for EST operations.           |
   |              |                    |                               |
   |              |                    | Section 4.2.3                 |
   +--------------+--------------------+-------------------------------+


                                 Figure 3",us3512.c,partially_verified,full,True,Reenroll success while passing an X509 cert and path-segment assertions confirm client cert usage for reenroll operations and that expected paths were used.
RQ13,RQ13.txt::chunk0,REQUIREMENT 13: PROTOCOL DESIGN AND LAYERING,us4020.c,partially_verified,full,True,"These assertions directly verify client-side proxy protocol/auth parameter validation (""EST_ERR_INVALID_CLIENT_PROXY_PROTOCOL"", ""EST_ERR_INVALID_CLIENT_PROXY_AUTH""), a protocol-layering concern, but do not demonstrate end-to-end proxy transport interactions to a server."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us748.c,partially_verified,full,True,"Directly asserts server rejects an enroll request sent without PoP when PoP is enabled, which verifies enforcement of PoP presence (link to TLS session enforcement exercised)."
RQ13,RQ13.txt::chunk9,"This document also defines transport for CMC [RFC5272] that complies with the CMC Transport Protocols [RFC5273]. CMC's POP and proof-of-identity mechanisms are defined in CMC, but the mechanisms here can also be used in conjunction with those mechanisms in ""Full PKI"" messages.",us748.c,partially_verified,full,True,"Asserts server returns 400 when PoP is enabled and the client (curl) does not include PoP, directly verifying PoP enforcement behavior."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us893.c,partially_verified,full,True,"Directly asserts a reenroll succeeds when PoP checking is disabled, showing PoP enforcement is configurable and distinct from identity/auth path."
RQ13,RQ13.txt::chunk9,"This document also defines transport for CMC [RFC5272] that complies with the CMC Transport Protocols [RFC5273]. CMC's POP and proof-of-identity mechanisms are defined in CMC, but the mechanisms here can also be used in conjunction with those mechanisms in ""Full PKI"" messages.",us893.c,partially_verified,full,True,"Asserts reenroll succeeds (200) when PoP is not enabled, verifying behavior when PoP is not required."
RQ13,RQ13.txt::chunk5,The TLS layer provides integrity and confidentiality during transport. The proof-of-identity is supplied by TLS handshake authentication and optionally also by the HTTP layer headers. The message type and control/error messages are included in the HTTP headers.,us894.c,partially_verified,full,True,"The CU_ASSERT(rv == 0) directly checks the expected TLS handshake failure in the revoked-client-cert scenario, exercising TLS-based identity/authentication failure handling."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us895.c,partially_verified,full,True,Directly asserts that client CSR attributes returned include PoP when required (verifies addition of challengePassword into CSR attributes).
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us895.c,partially_verified,full,True,"Directly asserts that when server CSR attributes do not require PoP, the client returns CSR attributes without PoP, exercising omission behavior."
RQ13,RQ13.txt::chunk10,"During protocol exchanges, different certificates can be used. The following table provides an informative overview. End-entities can have one or more certificates of each type listed in Figure 3 and use one or more trust anchor databases of each type listed in Figure 4.",us898.c,partially_verified,full,True,"CU_ASSERTs show enroll failing without proper HTTP auth and reenroll succeeding when a client certificate is provided, directly evidencing different-certificate effects on protocol outcomes."
RQ13,RQ13.txt::chunk11,"Certificates and their corresponding uses:


   +--------------+--------------------+-------------------------------+
   | Certificate  | Issuer             | Use and section references    |
   +==============+====================+===============================+
   | EST server   | The CA served by   | Presented by the EST server   |
   | certificate  | the EST server     | during the TLS handshake.     |
   |              |                    |                               |
   |              |                    | Section 3.3.1                 |
   +--------------+--------------------+-------------------------------+
   | EST server   | A CA               | Presented by the EST server   |
   | certificate  | authenticatable by | during the TLS handshake.     |
   |              | a third-party TA,  |                               |
   |              | e.g., a web server | Section 3.3.1 and             |
   |              | CA                 | Security Considerations       |
   +--------------+--------------------+-------------------------------+
   | Third-party  | A CA               | Presented by the EST client   |
   | EST client   | authenticatable by | to the EST server by clients  |
   | certificate  | a third-party TA,  | that have not yet enrolled.   |
   |              | e.g., a device     |                               |
   |              | manufacturer       | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | EST client   | The CA served by   | Presented to the EST server   |
   | certificate  | the EST server     | during future EST operations. |
   |              |                    |                               |
   |              |                    | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | End-entity   | The CA served by   | Clients can obtain certs      |
   | certificate  | the EST server     | that are intended for         |
   |              |                    | non-EST uses.  This includes  |
   |              |                    | certs that cannot be used     |
   |              |                    | for EST operations.           |
   |              |                    |                               |
   |              |                    | Section 4.2.3                 |
   +--------------+--------------------+-------------------------------+


                                 Figure 3",us898.c,partially_verified,full,True,"The reenroll call passes an X509 cert and the test asserts success, directly evidencing a client certificate presented to the server for future EST operations."
RQ13,RQ13.txt::chunk10,"During protocol exchanges, different certificates can be used. The following table provides an informative overview. End-entities can have one or more certificates of each type listed in Figure 3 and use one or more trust anchor databases of each type listed in Figure 4.",us899.c,partially_verified,full,True,Direct CU_ASSERTs verify loading of a specified trust file and successful client initialization and CRL/auth configuration.
RQ13,RQ13.txt::chunk10,"During protocol exchanges, different certificates can be used. The following table provides an informative overview. End-entities can have one or more certificates of each type listed in Figure 3 and use one or more trust anchor databases of each type listed in Figure 4.",us899.c,partially_verified,full,True,"Direct CU_ASSERTs verify CA trust file was read, client context created with that trust material, CRL enabled, and auth set, demonstrating use of trust anchors and certificate-related modes."
RQ13,RQ13.txt::chunk3,"Protocols and uses:


   +----------------------------------------------------+
   |                                                    |
   | Message types:                                     |
   |   - ""Simple PKI"" messages                          |
   |     (incorporates proof-of-possession)             |
   |   - CA certificate retrieval                       |
   |   - ""Full PKI"" messages (OPTIONAL)                 |
   |     (incorporates proof-of-possession)             |
   |   - CSR Attributes Request (OPTIONAL)              |
   |   - Server-generated key request (OPTIONAL)        |
   |                                                    |
   +----------------------------------------------------+
   |                                                    |
   | HTTP:                                              |
   |   - HTTP headers and URIs for control              |
   |      - Content-Type headers specify message type   |
   |      - Headers for control/error messages          |
   |      - URIs for selecting functions                |
   |   - Basic or Digest authentication (OPTIONAL)      |
   |                                                    |
   +----------------------------------------------------+
   |                                                    |
   | TLS for transport security:                        |
   |   - Authentication of the EST server               |
   |   - Authentication of the EST client (OPTIONAL)    |
   |   - Provides communications integrity              |
   |     and confidentiality                            |
   |   - Supplies channel-binding [RFC5929] information |
   |     to link proof-of-identity with message-based   |
   |     proof-of-possession (OPTIONAL)                 |
   |                                                    |
   +----------------------------------------------------+

                                 Figure 2",us900.c,partially_verified,full,True,"Directly asserts CSR Attributes Request handling and content equality, providing concrete verification for the CSR-attributes element of the requirement."
RQ13,RQ13.txt::chunk5,The TLS layer provides integrity and confidentiality during transport. The proof-of-identity is supplied by TLS handshake authentication and optionally also by the HTTP layer headers. The message type and control/error messages are included in the HTTP headers.,us901.c,partially_verified,full,True,"The SSL_connect call with CU_ASSERT(rv > 0) / CU_ASSERT(rv <= 0) directly exercises and asserts TLS handshake success or failure, validating TLS handshake authentication behavior."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us903.c,partially_verified,full,True,"Directly asserts failure (HTTP 400) for an enroll without PoP when PoP is enabled, reinforcing server-side linking/enforcement behavior."
