Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us903.c,partially_verified,full,True,"Asserts successful csrattrs and enroll, but test also sets an internal flag with the comment 'This is a hack for testing only', indicating use of a test-only internal modification."
RQ1,RQ1.txt::chunk2,". Architecturally, the EST service is located between a Certification Authority (CA) and a client. It performs several functions traditionally allocated to the Registration Authority (RA) role in a PKI. The nature of communication between an EST server and a CA is not described in this document. EST adopts the Certificate Management Protocol (CMP) [RFC4210] model for CA certificate rollover, but it does not use the CMP message syntax or protocol",us1005.c,partially_verified,partial,True,Shows both enrolled cert and CA cert retrieval from client context supporting EST's client-facing functionality.
RQ1,RQ1.txt::chunk1,"This document profiles certificate enrollment for clients using Certificate Management over CMS (CMC) [RFC5272] messages over a secure transport. Enrollment over Secure Transport (EST) describes the use of Transport Layer Security (TLS) 1.1 [RFC4346], 1.2 [RFC5246], or any future version) and Hypertext Transfer Protocol (HTTP) [RFC2616] to provide an authenticated and authorized channel for Simple Public Key Infrastructure (PKI) Requests and Responses [RFC5272]",us1159.c,partially_verified,partial,True,"Asserts successful authenticated enroll via est_client_enroll_csr, demonstrating client enrollment and HTTP auth setup but does not assert TLS version negotiation or CMC message usage."
RQ1,RQ1.txt::chunk2,". Architecturally, the EST service is located between a Certification Authority (CA) and a client. It performs several functions traditionally allocated to the Registration Authority (RA) role in a PKI. The nature of communication between an EST server and a CA is not described in this document. EST adopts the Certificate Management Protocol (CMP) [RFC4210] model for CA certificate rollover, but it does not use the CMP message syntax or protocol",us896.c,partially_verified,partial,True,"Client retrieving CA certs from EST server demonstrates EST presents CA information to clients, consistent with acting as intermediary/RA."
RQ1,RQ1.txt::chunk2,". Architecturally, the EST service is located between a Certification Authority (CA) and a client. It performs several functions traditionally allocated to the Registration Authority (RA) role in a PKI. The nature of communication between an EST server and a CA is not described in this document. EST adopts the Certificate Management Protocol (CMP) [RFC4210] model for CA certificate rollover, but it does not use the CMP message syntax or protocol",us897.c,partially_verified,partial,True,Another client test verifying cacerts retrieval; supports EST server exposing CA certs to clients.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us897.c,partially_verified,partial,True,"Asserts server started with certificate/key and CA chain (evidence of TLS server initialization), but does not exercise end-to-end HTTPS header/media-type behavior or FQDN/header interaction assertions."
RQ1,RQ1.txt::chunk1,"This document profiles certificate enrollment for clients using Certificate Management over CMS (CMC) [RFC5272] messages over a secure transport. Enrollment over Secure Transport (EST) describes the use of Transport Layer Security (TLS) 1.1 [RFC4346], 1.2 [RFC5246], or any future version) and Hypertext Transfer Protocol (HTTP) [RFC2616] to provide an authenticated and authorized channel for Simple Public Key Infrastructure (PKI) Requests and Responses [RFC5272]",us898.c,partially_verified,partial,True,"Asserts both auth-fail and cert-based reenroll success, covering authorization/authentication behaviours but not transport-level TLS version assertions or CMC message formats."
RQ1,RQ1.txt::chunk2,". Architecturally, the EST service is located between a Certification Authority (CA) and a client. It performs several functions traditionally allocated to the Registration Authority (RA) role in a PKI. The nature of communication between an EST server and a CA is not described in this document. EST adopts the Certificate Management Protocol (CMP) [RFC4210] model for CA certificate rollover, but it does not use the CMP message syntax or protocol",us898.c,partially_verified,partial,True,"Documents enroll vs reenroll behaviors (policy differences), aligning to RA-like policy enforcement by EST but not verifying server<>CA communication or CMP rollover."
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us898.c,partially_verified,partial,True,"Shows a mix of happy-path CSR-ATTRS success and an asserted auth-failure path for enroll, giving some negative-path coverage for enroll but not for CSR-ATTRS or provisioning header/media-type handling."
RQ1,RQ1.txt::chunk1,"This document profiles certificate enrollment for clients using Certificate Management over CMS (CMC) [RFC5272] messages over a secure transport. Enrollment over Secure Transport (EST) describes the use of Transport Layer Security (TLS) 1.1 [RFC4346], 1.2 [RFC5246], or any future version) and Hypertext Transfer Protocol (HTTP) [RFC2616] to provide an authenticated and authorized channel for Simple Public Key Infrastructure (PKI) Requests and Responses [RFC5272]",us899.c,partially_verified,partial,True,"Asserts TLS connection failure codes (EST_ERR_SSL_CONNECT), providing evidence that TLS is exercised and errors propagated, but does not assert negotiated TLS version or other protocol properties named in the requirement."
RQ1,RQ1.txt::chunk4,". HTTPS operates over TCP; this document does not specify EST over HTTP/Datagram Transport Layer Security/User Datagram Protocol (HTTP/DTLS/UDP). With a suitable specification for combining HTTP, DTLS, and UDP, there are no EST requirements that would prevent it from working over such a stack. Figure 1 shows how the layers build upon each other.",us899.c,partially_verified,partial,True,Asserts SSL connection error codes (negative path) validating TLS/TCP connect behavior but does not speak to DTLS/UDP handling.
RQ1,RQ1.txt::chunk2,". Architecturally, the EST service is located between a Certification Authority (CA) and a client. It performs several functions traditionally allocated to the Registration Authority (RA) role in a PKI. The nature of communication between an EST server and a CA is not described in this document. EST adopts the Certificate Management Protocol (CMP) [RFC4210] model for CA certificate rollover, but it does not use the CMP message syntax or protocol",us900.c,partially_verified,partial,True,Reinforces client capability to obtain CA certs from EST server; still client-side only.
RQ1,RQ1.txt::chunk1,"This document profiles certificate enrollment for clients using Certificate Management over CMS (CMC) [RFC5272] messages over a secure transport. Enrollment over Secure Transport (EST) describes the use of Transport Layer Security (TLS) 1.1 [RFC4346], 1.2 [RFC5246], or any future version) and Hypertext Transfer Protocol (HTTP) [RFC2616] to provide an authenticated and authorized channel for Simple Public Key Infrastructure (PKI) Requests and Responses [RFC5272]",us903.c,partially_verified,partial,True,"Asserts successful HTTP-authenticated enroll, exercising authenticated channel and enroll happy path but does not verify TLS protocol negotiation or HTTP method/content-type enforcement in the test."
RQ1,RQ1.txt::chunk0,REQUIREMENT 1,NO_TEST_CASE,no_assertion_evidence,weak,True,"The requirement text contains only the label 'REQUIREMENT 1' with no actionable behavior, inputs, outputs, constraints, boundaries, or acceptance criteria. Per the instructions, when the requirement is ambiguous or incomplete, prefer 'not_covered'."
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us1159.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us3512.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk5,"EST Layering: Protocols:
   +--------------------------------------------+
   |                                            |
   | EST request/response messages              |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | HTTP for message transfer and signaling    |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TLS for transport security                 |
   |                                            |
   +--------------------------------------------+
   |                                            |
   | TCP for transport                          |
   |                                            |
   +--------------------------------------------+
Figure 1",us4020.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us748.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us893.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us898.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ1,RQ1.txt::chunk3,". EST servers are extensible in that new functions may be defined to provide additional capabilities not specified in CMC [RFC5272], and this document defines two such extensions: one for requesting Certificate Signing Request attributes and another for requesting server-generated keys. EST specifies how to transfer messages securely via HTTP over TLS (HTTPS) [RFC2818], where the HTTP headers and media types are used in conjunction with TLS",us903.c,partially_verified,weak,True,No assertion evidence was returned for this trace-linked test.
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,us1864.c,no_assertion_evidence,partial,True,Asserts successful server init with an externally loaded private key but contains no assertion that the server generated the key itself.
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,us894.c,no_assertion_evidence,partial,True,"Asserts validation behavior when realm is NULL for proxy init with an external key, but contains no assertions about server-side key generation."
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,us894.c,no_assertion_evidence,partial,True,"Asserts private key loading and proxy init using a provided key, but does not verify any key-generation endpoint or generation logic."
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,us894.c,no_assertion_evidence,partial,True,Reinforces successful proxy init with a provided key but does not assert generation of keys on the server.
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,us894.c,no_assertion_evidence,partial,True,Asserts error handling for NULL userid during proxy init with an external key; unrelated to server-side key generation assertions.
RQ10,RQ10.txt::chunk0,REQUIREMENT 10: SERVER KEY GENERATION,us901.c,no_assertion_evidence,partial,True,"Asserts that a PEM private key can be loaded and that est_server_init validates inputs (NULL realm) when provided an external key, but does not assert any server-side key generation behavior."
RQ10,RQ10.txt::chunk1,The EST client can request a server-generated certificate and key pair (see Section 4.4).,NO_TEST_CASE,no_assertion_evidence,weak,True,"None of the supplied tests contain explicit, unambiguous assertions that the client requested a server-generated private key and successfully received and processed that key. The majority of tests exercise est_client_enroll() or enroll CSR flows where the client generates the key (generate_private_key()) and passes it to the API. The header exposes est_client_provision_cert(), but there is no implementation snippet or documentation showing how a server-generated key is requested or returned, and no test asserts receipt/usable parsing of a server-supplied private key."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,full,True,"Directly asserts attributes were added and public key set on the X509_REQ, demonstrating client-side construction of a more complete PKCS10 request but not downstream processing."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,full,True,"Direct assertion that populate_x509_request succeeded, demonstrating CSR attribute/pubkey population but not server-side handling or response verification."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,full,True,"Directly asserts populate_x509_request returned EST_ERR_NONE, demonstrating client-side CSR population succeeded but does not verify transmission or server processing."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1005.c,partially_verified,partial,True,"Asserts that server debug logs contain 'Cert request does not contain PoP', which is indirect evidence about PoP absence and is weaker than asserting server return codes or error responses."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,partial,True,"Asserts CSR population succeeded but signing is commented out, so signature presence/verification and end-to-end processing are not asserted."
RQ11,RQ11.txt::chunk0,REQUIREMENT 11: FULL PKI REQUEST MESSAGES,us1159.c,partially_verified,partial,True,Asserts CSR population and enabling client PoP (est_client_force_pop) but provides no assertion that server accepted/verified PoP or completed enrollment.
RQ11,RQ11.txt::chunk1,Full PKI Request [RFC5272] messages can be transported via EST using the Full CMC Request function. This affords access to functions not provided by the Simple Enrollment functions. Full PKI Request messages are defined in Sections 3.2 and 4.2 of [RFC5272]. See Section 4.3 for a discussion of how EST provides a transport for these messages.,NO_TEST_CASE,no_assertion_evidence,weak,True,"No candidate tests were provided and no test text asserts behavior related to Full CMC or RFC5272. The available source fragments and public API/docs mention simple enroll/reenroll/cacerts/csrattrs flows (e.g., est_client_enroll, est_client_enroll_csr, est_client_reenroll, est_server_handle_request handles cacerts, simpleenroll, reenroll, or csrattrs) but contain no references to Full CMC Request handling or RFC5272 message transport."
RQ13,RQ13.txt::chunk11,"Certificates and their corresponding uses:


   +--------------+--------------------+-------------------------------+
   | Certificate  | Issuer             | Use and section references    |
   +==============+====================+===============================+
   | EST server   | The CA served by   | Presented by the EST server   |
   | certificate  | the EST server     | during the TLS handshake.     |
   |              |                    |                               |
   |              |                    | Section 3.3.1                 |
   +--------------+--------------------+-------------------------------+
   | EST server   | A CA               | Presented by the EST server   |
   | certificate  | authenticatable by | during the TLS handshake.     |
   |              | a third-party TA,  |                               |
   |              | e.g., a web server | Section 3.3.1 and             |
   |              | CA                 | Security Considerations       |
   +--------------+--------------------+-------------------------------+
   | Third-party  | A CA               | Presented by the EST client   |
   | EST client   | authenticatable by | to the EST server by clients  |
   | certificate  | a third-party TA,  | that have not yet enrolled.   |
   |              | e.g., a device     |                               |
   |              | manufacturer       | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | EST client   | The CA served by   | Presented to the EST server   |
   | certificate  | the EST server     | during future EST operations. |
   |              |                    |                               |
   |              |                    | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | End-entity   | The CA served by   | Clients can obtain certs      |
   | certificate  | the EST server     | that are intended for         |
   |              |                    | non-EST uses.  This includes  |
   |              |                    | certs that cannot be used     |
   |              |                    | for EST operations.           |
   |              |                    |                               |
   |              |                    | Section 4.2.3                 |
   +--------------+--------------------+-------------------------------+


                                 Figure 3",us3512.c,partially_verified,full,True,"The test asserts est_client_reenroll succeeds, giving direct evidence for the client presenting a cert during re-enroll operations."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us748.c,partially_verified,full,True,"Directly asserts server returns failure when PoP is enabled but client (curl) does not include PoP, showing PoP enforcement separate from other auth."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us893.c,partially_verified,full,True,"Asserts reenroll succeeds when PoP is disabled, demonstrating PoP is optional/separate from other authentication when disabled."
RQ13,RQ13.txt::chunk11,"Certificates and their corresponding uses:


   +--------------+--------------------+-------------------------------+
   | Certificate  | Issuer             | Use and section references    |
   +==============+====================+===============================+
   | EST server   | The CA served by   | Presented by the EST server   |
   | certificate  | the EST server     | during the TLS handshake.     |
   |              |                    |                               |
   |              |                    | Section 3.3.1                 |
   +--------------+--------------------+-------------------------------+
   | EST server   | A CA               | Presented by the EST server   |
   | certificate  | authenticatable by | during the TLS handshake.     |
   |              | a third-party TA,  |                               |
   |              | e.g., a web server | Section 3.3.1 and             |
   |              | CA                 | Security Considerations       |
   +--------------+--------------------+-------------------------------+
   | Third-party  | A CA               | Presented by the EST client   |
   | EST client   | authenticatable by | to the EST server by clients  |
   | certificate  | a third-party TA,  | that have not yet enrolled.   |
   |              | e.g., a device     |                               |
   |              | manufacturer       | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | EST client   | The CA served by   | Presented to the EST server   |
   | certificate  | the EST server     | during future EST operations. |
   |              |                    |                               |
   |              |                    | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | End-entity   | The CA served by   | Clients can obtain certs      |
   | certificate  | the EST server     | that are intended for         |
   |              |                    | non-EST uses.  This includes  |
   |              |                    | certs that cannot be used     |
   |              |                    | for EST operations.           |
   |              |                    |                               |
   |              |                    | Section 4.2.3                 |
   +--------------+--------------------+-------------------------------+


                                 Figure 3",us893.c,partially_verified,full,True,"The test asserts successful re-enroll and successful copy of the enrolled cert, directly evidencing client presentation of a cert and receipt of a server-issued certificate."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us895.c,partially_verified,full,True,"Directly asserts the CSR attributes include the expected PoP payload when PoP addition is expected, verifying PoP inclusion in the Simple PKI CSR attributes."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us895.c,partially_verified,full,True,"Asserts CSR attributes returned to client match server configuration without PoP, verifying inclusion/exclusion behavior of CSR attributes carrying PoP."
RQ13,RQ13.txt::chunk11,"Certificates and their corresponding uses:


   +--------------+--------------------+-------------------------------+
   | Certificate  | Issuer             | Use and section references    |
   +==============+====================+===============================+
   | EST server   | The CA served by   | Presented by the EST server   |
   | certificate  | the EST server     | during the TLS handshake.     |
   |              |                    |                               |
   |              |                    | Section 3.3.1                 |
   +--------------+--------------------+-------------------------------+
   | EST server   | A CA               | Presented by the EST server   |
   | certificate  | authenticatable by | during the TLS handshake.     |
   |              | a third-party TA,  |                               |
   |              | e.g., a web server | Section 3.3.1 and             |
   |              | CA                 | Security Considerations       |
   +--------------+--------------------+-------------------------------+
   | Third-party  | A CA               | Presented by the EST client   |
   | EST client   | authenticatable by | to the EST server by clients  |
   | certificate  | a third-party TA,  | that have not yet enrolled.   |
   |              | e.g., a device     |                               |
   |              | manufacturer       | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | EST client   | The CA served by   | Presented to the EST server   |
   | certificate  | the EST server     | during future EST operations. |
   |              |                    |                               |
   |              |                    | Section 3.3.2                 |
   +--------------+--------------------+-------------------------------+
   | End-entity   | The CA served by   | Clients can obtain certs      |
   | certificate  | the EST server     | that are intended for         |
   |              |                    | non-EST uses.  This includes  |
   |              |                    | certs that cannot be used     |
   |              |                    | for EST operations.           |
   |              |                    |                               |
   |              |                    | Section 4.2.3                 |
   +--------------+--------------------+-------------------------------+


                                 Figure 3",us898.c,partially_verified,full,True,"The test directly asserts est_client_reenroll returns EST_ERR_NONE, which is direct evidence that the client presents a certificate during re-enroll (a future EST operation)."
RQ13,RQ13.txt::chunk3,"Protocols and uses:


   +----------------------------------------------------+
   |                                                    |
   | Message types:                                     |
   |   - ""Simple PKI"" messages                          |
   |     (incorporates proof-of-possession)             |
   |   - CA certificate retrieval                       |
   |   - ""Full PKI"" messages (OPTIONAL)                 |
   |     (incorporates proof-of-possession)             |
   |   - CSR Attributes Request (OPTIONAL)              |
   |   - Server-generated key request (OPTIONAL)        |
   |                                                    |
   +----------------------------------------------------+
   |                                                    |
   | HTTP:                                              |
   |   - HTTP headers and URIs for control              |
   |      - Content-Type headers specify message type   |
   |      - Headers for control/error messages          |
   |      - URIs for selecting functions                |
   |   - Basic or Digest authentication (OPTIONAL)      |
   |                                                    |
   +----------------------------------------------------+
   |                                                    |
   | TLS for transport security:                        |
   |   - Authentication of the EST server               |
   |   - Authentication of the EST client (OPTIONAL)    |
   |   - Provides communications integrity              |
   |     and confidentiality                            |
   |   - Supplies channel-binding [RFC5929] information |
   |     to link proof-of-identity with message-based   |
   |     proof-of-possession (OPTIONAL)                 |
   |                                                    |
   +----------------------------------------------------+

                                 Figure 2",us900.c,partially_verified,full,True,"Directly asserts that server-provided CSR attributes are initialized and that client retrieval returns expected content length and payload, directly covering the CSR Attributes Request behaviour."
RQ13,RQ13.txt::chunk8,Proof-of-possession (POP) is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section 3.4. A method of linking proof-of-identity and proof-of-possession is described in Section 3.5.,us903.c,partially_verified,full,True,"Directly asserts server failure when PoP required but absent, supporting PoP as a distinct enforced check."
