Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ103,RQ103 A user shall register as a subscriber.,TC143,covered,full,TC143 explicitly describes the subscriber performing registration and the postcondition asserting the subscriber is registered. This directly satisfies the requirement's core obligation that a user shall register as a subscriber (happy path and observable postcondition are present).,—
RQ103,RQ103 A user shall register as a subscriber.,TC144,not_covered,weak,"TC144 describes a failure / exit from registration and resulting removal from the system. It does not assert or verify that a user can successfully register, so it does not provide positive verification of the requirement.",—
RQ103,RQ103 A user shall register as a subscriber.,TC146,not_covered,weak,"TC146 concerns the subscriber manager registering with an event server (manager-level registration), not a user registering as a subscriber; it does not verify the user's registration requirement.",—
RQ103,RQ103 A user shall register as a subscriber.,TC147,not_covered,weak,TC147 addresses real-time event publication and subscriber manager subscriptions; it does not assert a user registration action or its success.,—
RQ103,RQ103 A user shall register as a subscriber.,TC149,not_covered,weak,TC149 concerns event notifications being received and logged by the subscriber manager for already-registered subscribers. It assumes registration but does not verify the registration action itself.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC143,covered,full,"This test explicitly exercises the registration action and the postcondition that the subscriber is registered under the subscriber manager, directly matching the requirement's statement.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC144,partially_covered,partial,"This test describes the negative path where the subscriber does not register with a subscriber manager and is removed. It verifies an error outcome related to registration behavior but does not assert the successful registration behavior required by RQ104, therefore it provides partial but not full positive coverage.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC146,not_covered,weak,"This test concerns subscriber manager registration with an event server, not subscriber registration under a subscriber manager; no direct evidence for RQ104 is present.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC147,not_covered,weak,This test describes event publication to subscriber managers and does not include assertions about subscriber registration under a subscriber manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC149,not_covered,weak,"This test exercises event notification storage by a subscriber manager and assumes registered subscribers, but does not verify the registration action required by RQ104.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC150,not_covered,weak,This test covers event notification processing by a subscriber manager given registered subscribers; it does not assert subscriber registration behavior itself.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC141,covered,full,The test explicitly instructs a subscriber to establish a trace between a UML artifact and a requirement and asserts as a postcondition that the trace is established. This directly implements the requirement's action (establishing traces) and mechanism (subscription/trace from an artifact to a requirement).,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC142,partially_covered,partial,This test exercises a negative/error scenario (unregistered subscriber attempting to establish a trace) which is directly related to the subscription-based trace establishment mechanism in the requirement. It verifies an error path (subscription not allowed for unregistered subscriber) but does not demonstrate successful subscription/trace establishment itself.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,not_covered,weak,This test asserts that a subscriber manager has already subscribed to requirements and that events are published; it does not exercise or assert the act of establishing a subscription/trace from an artifact to a requirement.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC155,not_covered,weak,This test concerns refining requirements and creating temporary links between requirements themselves; it does not demonstrate establishing a subscription from an artifact to a requirement.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC162,not_covered,weak,"The test focuses on event server behavior (constructing composite event messages, identifying related requirements) rather than on a user or artifact establishing a subscription/trace from an artifact to a requirement. It does not assert creation of subscriptions/traces.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC143,partially_covered,partial,"The test demonstrates a subscriber being registered under a subscriber manager (an example of an artifact being placed under subscriber-manager control). It exercises the happy-path registration for one subscriber but does not assert that every artifact (all types, or all instances) is placed under such control, nor does it show enforcement for all artifact types or lifecycle events.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC144,partially_covered,partial,"This test covers a negative/error path related to registration: it shows the system removing a subscriber that does not register under a subscriber manager. This is relevant to enforcement of the requirement but does not show that every artifact is placed under control (it shows removal when registration is not completed), nor does it cover other artifact types, or guarantee that artifacts are assigned to a subscriber manager instead of being removed.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC146,not_covered,weak,This test verifies subscriber manager registration with the event server. It does not demonstrate that artifacts are placed under the control of a subscriber manager.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC147,partially_covered,partial,This test indicates that subscriber managers subscribe to requirements and receive notifications for changed requirements; this implies an association between requirements (artifacts) and subscriber managers but does not explicitly assert that each artifact is placed under a subscriber manager's control or how that control is ensured for all artifacts.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC162,partially_covered,partial,"This test shows the event server linking requirements to the same artifact and sending customized messages to subscribers. It demonstrates artifact-to-subscriber relationships in event distribution, which is relevant, but does not prove that every artifact is managed/placed under a subscriber manager or how assignment/ownership is established and maintained.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC164,not_covered,weak,This test concerns event processing order and prevention of out-of-order processing. It does not address placement of artifacts under subscriber manager control.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC143,not_covered,weak,"TC143 covers subscriber registration with a manager. This is about creating/adding subscriptions or registration, not deleting subscriptions.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC144,not_covered,weak,TC144 covers a subscriber failing to register and being removed from the system; it does not describe deleting subscriptions and does not assert subscription deletion.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC145,covered,full,TC145 explicitly exercises deletion of subscriptions: the steps state the user deletes the subscription and the postcondition asserts the subscription has been deleted. This directly satisfies the requirement's capability.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC147,not_covered,weak,TC147 describes event publication to subscriber managers. It does not exercise or assert deletion of subscriptions.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC157,not_covered,weak,TC157 concerns deleting a requirement (setting requirement obsolete and link status changes). This is a different domain object (requirement vs subscription) and does not assert subscription deletion.,—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC143,not_covered,weak,"This test describes a subscriber registering with a subscriber manager, which is a different registration flow (subscriber -> subscriber manager) and does not address the subscriber manager registering with the eventserver or receiving eventserver-sent messages.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,partially_covered,partial,"This test explicitly covers the registration action (subscriber manager registers IP/port/name with the event server), directly addressing the 'register itself with the eventserver' phrase. It does not by itself assert that messages are subsequently received, so it partially covers the full requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC148,partially_covered,partial,"This test shows that a subscriber manager can retrieve missed notifications from the event server when coming online (evidence of receiving messages). It does not assert that the subscriber manager registered itself with the eventserver, so it is a partial match.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,partially_covered,partial,"This test explicitly verifies that a subscriber manager receives an event notification (the 'receive relevant event messages' portion). It does not assert that the subscriber manager has registered itself with the eventserver, so it only partially covers the requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,partially_covered,partial,"This test verifies that a subscriber manager receives and processes event notifications (covers the 'receive relevant event messages' portion). It does not state that the subscriber manager registered itself with the eventserver, so it only partially covers the requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,partially_covered,partial,"This test documents the event server locating subscriber manager addresses and sending notifications that are received by subscriber managers (covers the 'receive relevant event messages' portion and implies the server knows subscriber manager addresses). It does not explicitly state the registration action by the subscriber manager, so it is a partial match; combined with a registration test it helps fully satisfy the requirement.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,partially_covered,partial,"The test explicitly sets the subscriber manager online and describes an event being sent in real time to the relevant subscriber manager. This semantically matches the requirement's core behavior (online -> server sends notification). The test does not explicitly assert or distinguish the delivery mechanism as a 'push model' vs. other transport semantics, nor does it include measurable timing bounds or error conditions; therefore confidence is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC148,not_covered,weak,This test describes a subscriber manager that was offline and then downloads missed events when it comes online (pull-style retrieval). It does not verify that when the subscriber manager is online the server uses a push model in real time.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_covered,partial,"The test documents that an event notification is sent to and received by the subscriber manager and stored locally, which aligns with the requirement's intent (server-initiated delivery). It lacks an explicit statement that the delivery uses a 'push model' or timing/latency assertions; hence partial confidence.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_covered,partial,"This test shows notifications being sent and processed by the subscriber manager, which supports the requirement's goal of server-initiated delivery. It does not explicitly label the mechanism as 'push' or provide timing guarantees or online-state validation beyond implication; therefore confidence is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,partially_covered,partial,"This test most directly describes server-side identification of subscriber manager endpoints and actively sending notifications to those managers (server-initiated delivery). It therefore strongly aligns with the push-model requirement. However, it does not explicitly state the manager must be online prior to sending, nor specifies timing constraints that would prove 'real time' beyond the immediate send action; therefore confidence is partial.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC146,not_covered,weak,This test verifies registration with the event server; it does not verify retrieval of outstanding messages when coming online.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC147,not_covered,weak,"This test describes real-time publication and notification delivery while a subscriber manager is online, not the startup pull retrieval behavior.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,partially_covered,partial,"The test explicitly sets the manager offline, brings it online, and states as a postcondition that the manager has successfully downloaded outstanding notifications from the event server. This verifies the observable outcome required by the requirement (outstanding messages are retrieved when coming online). However the test does not explicitly assert that the retrieval was performed via the 'pull model' (i.e., initiated by the subscriber manager rather than pushed by the server), nor does it exercise boundary/error cases (multiple outstanding messages, retries, authentication/timeouts). Therefore it semantically aligns with the requirement's core behavior but lacks explicit verification of the specified mechanism and edge conditions.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC149,not_covered,weak,"This test describes reception and storage of a non-speculative event notification during normal operation, not retrieval on initial startup via pull model.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC150,not_covered,weak,This test describes receiving a speculative event notification while manager is registered; it does not exercise startup retrieval of outstanding messages or the pull model behavior.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC164,not_covered,weak,This test concerns processing order of events already received by the subscriber manager; it does not address retrieval on first coming online or the pull model.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,not_covered,weak,"This test describes an event being published and that an event notification is sent to the relevant subscriber manager but does not assert that the subscriber manager actually receives, processes, or stores the notification (no postcondition). It documents sending only, so it does not provide direct verification of receipt.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC148,covered,full,"This test checks the subscriber manager retrieving (downloading) previously undelivered event notifications when it comes online, which is a concrete receipt behaviour fulfilling the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,covered,full,"This test explicitly states that the relevant subscriber manager receives the event notification for a registered subscriber and stores the message locally, directly satisfying the requirement's core behaviour (receipt on behalf of managed artifacts).",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,covered,full,"This test explicitly asserts receipt by the relevant subscriber manager and further specifies processing of the notification, demonstrating the manager acting on behalf of subscribers.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,covered,full,"This test documents the event server sending notifications and explicitly states the event message is received by each relevant subscriber manager 'on behalf of its managed subscribers', directly matching the requirement wording.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC163,partially_covered,weak,"The test demonstrates that event messages have a received order, which is topically related to receipt, but it exercises/display-level ordering and does not explicitly assert that the subscriber manager received notifications on behalf of artifacts. Therefore it is only weakly relevant.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC141,partially_covered,partial,"This test demonstrates the core happy path of creating a trace between an artifact and a requirement, which is a central aspect of 'managing traces'. However, it only shows a single trace creation scenario and provides no evidence for management across multiple artifacts, lifecycle operations (update/delete), querying, or persistence.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_covered,partial,"This test verifies a negative management behavior (preventing trace creation by a non-registered subscriber). That demonstrates part of 'managing traces' (access/control and prevention) but does not demonstrate general management capabilities (multi-artifact handling, lifecycle operations, querying, persistence).",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC143,not_covered,weak,This test verifies subscriber registration with the subscriber manager (precondition for trace operations) but does not itself assert any trace management behavior.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC146,not_covered,weak,This test concerns registering the subscriber manager with an event server; it does not exercise or assert trace management functionality.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC149,not_covered,weak,"This test verifies event notification receipt and logging, which is related to event handling but does not provide evidence that the subscriber manager manages traces for artifacts.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_covered,weak,TC149 documents receipt and storage of a non-speculative event notification. It demonstrates handling for non-speculative events but does not include an explicit assertion that the subscriber manager distinguishes between speculative and evolutionary events upon receipt.,—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,partially_covered,weak,TC150 documents receipt of a speculative event notification by the subscriber manager (happy-path receipt). It shows handling of speculative notifications but does not explicitly state the subscriber manager parses and differentiates event types or that it distinguishes speculative vs evolutionary on receipt.,—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_covered,partial,TC152 explicitly asserts that the subscriber manager parses an incoming event to determine that it is speculative and then exercises processing paths for speculative events. This directly demonstrates classification for speculative events but does not demonstrate recognition/classification of evolutionary events or show a comparative differentiation behavior between the two types.,—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC161,not_covered,weak,"TC161 describes the event server sending an evolutionary event to subscriber managers and that the message is received, but it does not assert that the subscriber manager classifies the message as evolutionary or otherwise differentiates message types upon receipt.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC162,not_covered,weak,TC162 is focused on the event server constructing composite speculative event messages and delivering them to subscribers; it does not exercise or assert subscriber manager behavior for differentiating event types upon receipt.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC146,not_covered,weak,TC146 concerns registration of the subscriber manager with the event server and does not address storing evolutionary event information.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC148,not_covered,weak,"TC148 states the subscriber manager downloads missed event notifications when coming online, but does not explicitly assert that it stores those events in a local eventlog. Ambiguous; no explicit storage assertion.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,covered,full,"TC149 explicitly states that upon receiving a non-speculative event notification the subscriber manager stores the event notification message in the local event log. Given the test suite's terminology (events categorized as speculative or evolutionary), non-speculative maps to evolutionary; the test directly verifies the required storage behavior.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC150,not_covered,weak,TC150 describes processing of speculative event notifications but does not assert storage of evolutionary events in an eventlog.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC152,not_covered,weak,TC152 describes processing of speculative events and model execution/restore; it does not assert that evolutionary (non-speculative) events are stored in an eventlog. No storage evidence.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC159,not_covered,weak,"TC159 shows the event server stores events and categorizes them as speculative or evolutionary, but this verifies the event server's logging, not the subscriber manager's storage requirement.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC161,not_covered,weak,TC161 references an 'evolutionary event' and delivery to subscriber managers but contains no assertion that the subscriber manager stores the event in an eventlog. Topically related (event delivered) but does not verify the storage requirement.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC150,partially_covered,partial,TC150 deals with receipt and processing of a speculative event notification by the subscriber manager (title and steps mention speculative notification). It exercises the post-issuance path but does not verify GUI-based construction of the speculative query itself.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC151,covered,full,TC151 explicitly instructs the user to construct a speculative query using a GUI tool and records the resulting event; this directly verifies the requirement's capability statement (happy path).,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC152,partially_covered,partial,"TC152 verifies downstream processing of a speculative query after issuance (parsing, injection, execution, restoration). It does not assert how the speculative query was constructed nor that a GUI was used, so it only partially relates to the requirement.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC155,not_covered,weak,"TC155 concerns refining a requirement via a refine event and linkage establishment; it does not reference speculative queries or GUI construction, so it does not verify the requirement.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC156,not_covered,weak,TC156 covers modifying a requirement and related message/link status changes; it is unrelated to constructing speculative queries through a GUI and provides no verification evidence.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC162,partially_covered,partial,TC162 addresses event-server behavior after receiving a speculative event message (composing and sending customized messages). It demonstrates handling of speculative events but contains no assertion that a GUI was used to construct the speculative query.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC149,not_covered,weak,This test concerns non-speculative event notifications and storage in a local event log; it does not address speculative events or their immediate processing.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC150,partially_covered,partial,"This test verifies that the subscriber manager receives speculative event notifications and that they are 'processed according to predefined protocols', so it shows the processing path exists. It does not assert immediacy (no timing, latency, or prioritization checks) nor detail the speculative-processing steps, so it only partially verifies the requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC152,partially_covered,partial,"This test explicitly exercises the subscriber manager receiving and processing a speculative event and returning a response; it covers the functional processing steps. However, the requirement's keyword 'immediately' implies timing/latency or priority behavior which the test does not assert (no timing, timeout, or concurrency/backlog/error handling checks). Therefore core behavior covered but timing requirement is not verified.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC162,not_covered,weak,"This test describes the event server constructing composite messages for speculative events; it targets the event server behavior, not the subscriber manager's immediate processing requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC164,not_covered,weak,This test covers user attempts to process events in incorrect order; it does not target speculative events or assert immediate processing by the subscriber manager.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC149,not_covered,weak,TC149 describes handling a non-speculative event and storing it; it does not address re-executing the model with speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC150,not_covered,weak,TC150 describes receiving a speculative event notification but does not assert injection of speculative values or re-execution of the model.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC151,not_covered,weak,TC151 describes user construction of a speculative query and that a speculative event message is received by the event server; it does not state that the subscriber manager re-executes the model using speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC152,covered,full,"TC152 explicitly states that the subscriber manager injects values (speculative values) into the performance model and re-executes it, then restores the model and returns results — directly matching the requirement.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC162,not_covered,weak,TC162 describes the event server constructing composite event messages and polling DOORS; it does not state that the subscriber manager injects speculative values or re-executes the model.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC147,not_covered,weak,TC147 concerns publishing an event in real time and subscription presence; it does not assert subscriber manager analysis or reporting of negative impacts to other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC149,not_covered,weak,"TC149 describes receiving and storing non-speculative event notifications in a local event log. It does not address speculative processing, execution of a model, or reporting negative impacts on other requirements/constraints.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC150,not_covered,weak,"TC150 indicates the subscriber manager receives a speculative event and processes it ""according to predefined protocols"" but provides no assertion that the processing produces or reports whether speculative changes negatively impact other requirements and constraints.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC151,not_covered,weak,TC151 describes user construction of a speculative query and that a speculative event is sent to the event server; it does not assert subscriber manager reporting about negative impacts on other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_covered,partial,"TC152 demonstrates the subscriber manager executes a performance model, collates results, and returns a response for a speculative event — showing it produces and returns results. However, the test does not explicitly assert that the returned results indicate whether the speculative change negatively impacts other requirements and constraints (no explicit check/statement about negative-impact detection or reporting).",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC162,partially_covered,weak,"TC162 shows the event server includes related requirements and quantitative constraints in the customized event message sent to subscribers. This is relevant context (supplies cross-requirement constraints) but it is not an explicit assertion that the subscriber manager reports whether the speculative change negatively impacts those requirements/constraints. Also, TC162 targets the event server behavior rather than a subscriber manager determination/reporting.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC143,not_covered,weak,TC143 involves subscriber registration with the subscriber manager; there is no mention of executing or restoring a model.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC144,not_covered,weak,TC144 concerns a subscriber failing to register and subsequent removal; no steps or postconditions reference model execution or restoration.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC146,not_covered,weak,TC146 covers subscriber manager registration with the event server; it does not address model execution or restoration.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC148,not_covered,weak,TC148 describes the subscriber manager coming online and downloading missed event notifications; it does not mention executing or restoring any executable/performance model.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC149,not_covered,weak,TC149 describes receipt and storage of non-speculative event notifications; it does not describe model execution or restoration.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC152,covered,full,"The test explicitly states that after injecting values and re-executing the performance model, the subscriber manager `restores the model to its prior state` and the postcondition reiterates that `The performance model is restored to its original state`. This directly asserts the required behavior.",—
RQ120,RQ120 The prototype system shall utilize a driver to trigger events.,TC153,partially_covered,partial,"The add-new-requirement test preconditions include the trigger driver and verifies that an event message is sent, aligning with the requirement's intent for the happy path but not exercising error or boundary cases or explicitly verifying driver usage at implementation level.",—
