Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC153,partially_verified,partial,True,"Specifies the driver precondition and asserts an event message is sent for adding a requirement, but does not verify driver invocation or negative scenarios."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC154,partially_verified,partial,True,"Declares the driver is running and asserts a decompose event message is sent, covering the happy path but not driver invocation or failure modes."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC155,partially_verified,partial,True,"Declares the driver is running and asserts a refine event message is sent, covering the positive flow but lacking assertions that the driver API was invoked or error handling."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC156,partially_verified,partial,True,"Asserts modify-event messaging under the assumption the driver is running, covering normal operation but not driver interaction verification or failure handling."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC158,partially_verified,partial,True,"Confirms merge-event messaging when the trigger driver is running, supporting the happy path but lacking assertions about driver invocation and error/boundary cases."
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC153,partially_verified,full,True,"Direct mapping: test explicitly exercises an 'Add New Requirement' scenario and asserts that an event message is sent, demonstrating the presence and behavior of an add-event type."
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC155,partially_verified,partial,True,Shows creation of an additional requirement but within a 'refine' event rather than asserting a dedicated 'add' event type or add-specific behaviors.
RQ122,requirements.txt::chunk22,RQ122	Event types shall include decomposing one requirement into two or more requirements.,TC154,assertions_verified,full,False,The test explicitly triggers a decompose event and asserts the requirement is split into two or more requirements with a decompose event message and temporary links.
RQ123,requirements.txt::chunk23,RQ123	Event types shall include refining one requirement by adding an additional requirement to the existing one.,TC155,assertions_verified,full,False,The test steps 'The user specifies a refine event. The user selects an existing requirement and adds an additional requirement related to it.' and the post conditions 'The requirement is refined by adding at least one related requirement.' match the requirement.
RQ124,requirements.txt::chunk24,RQ124	Event types shall include modifying a requirement.,TC156,assertions_verified,full,False,"The test directly triggers a modify event and asserts both the change to the requirement and emission of a modify event message, matching the requirement."
RQ125,requirements.txt::chunk25,RQ125	Event types shall include deleting a requirement.,TC157,assertions_verified,full,False,"The test directly asserts a delete event is specified and a delete event message is sent, verifying the presence and use of a delete event type required by RQ125."
RQ126,requirements.txt::chunk26,RQ126	Event types shall include merging requirements.,TC158,assertions_verified,full,False,"The test directly triggers a merge event and asserts the expected post-conditions (requirements merged, merge event message sent, links reassigned) that demonstrate merging is an event type."
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC156,partially_verified,partial,True,Asserts that changing a requirement causes an event message to be sent but does not assert that the eventserver receives that sent message.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC159,partially_verified,partial,True,Directly asserts eventserver receipt and processing of an event message but does not assert the event was caused by a requirement change.
RQ128,requirements.txt::chunk28,RQ128	On receipt of an event message the eventserver shall record the event in an eventlog.,TC159,assertions_verified,full,False,"The test explicitly states that the event server stores event details in its event log and that the postcondition is the event being stored, which directly verifies the requirement."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC160,assertions_verified,full,False,"The test includes a clear postcondition asserting that all relevant subscribers are identified, directly matching the requirement."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC159,assertions_verified,full,False,This test directly states and asserts that the event server categorizes events as speculative or evolutionary and records that categorization in postconditions.
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC161,assertions_verified,partial,False,"The test documents handling for an evolutionary event, indicating evolutionary-event processing exists but does not assert the classification action itself."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC162,assertions_verified,partial,False,"The test documents processing for a speculative event, indicating speculative-event handling exists but does not assert the classification action itself."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC161,assertions_verified,full,False,"Direct match: the test states the server ""builds a notification event message and sends it to each relevant subscriber manager"" and a postcondition asserts receipt."
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC162,assertions_verified,full,False,"The test step explicitly states construction of a composite event message containing the changed requirement and quantitative constraints, directly matching the requirement."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC160,partially_verified,partial,True,"Directly asserts identification of impacted requirements and subscribers but does not assert scoping to 'impacted executable model', completeness ('all' related requirements), or constraint retrieval."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC162,partially_verified,partial,True,"Asserts identification of additional related requirements and retrieval of quantitative constraints and composite construction, but frames behavior around 'subscriber'/'artifact' rather than 'impacted executable model' and lacks completeness and error/failure assertions."
RQ134,requirements.txt::chunk34,RQ134	The eventserver shall retrieve quantitative values related to these additional requirements and constraints through querying the requirements management tool.,TC162,assertions_verified,full,False,"The test explicitly documents polling the requirements management tool (DOORS) and obtaining quantitative information/constraints, which directly satisfies the requirement."
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC162,partially_verified,partial,True,"The test text states construction of a composite event message including the changed requirement and quantitative constraints, but is a high-level description and lacks explicit assertions verifying completeness across all impacted models, units/types of constraints, and error/edge handling."
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC162,assertions_verified,full,False,"The test states that for each identified subscriber a composite/customized message is constructed and explicitly asserts that the customized message is sent to the relevant subscriber, directly matching the requirement."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC163,partially_verified,partial,True,The assertion verifies display ordering but does not assert that the displayed items are limited to evolutionary events or that all such events are shown.
RQ138,requirements.txt::chunk38,RQ138	The user shall update related artifacts according to the information contained in the event messages.,TC156,partially_verified,partial,True,Asserts an artifact update (links to tentative) after a modify event but does not assert updates to artifact attributes driven by event message contents or coordinated multi-artifact updates.
RQ138,requirements.txt::chunk38,RQ138	The user shall update related artifacts according to the information contained in the event messages.,TC162,partially_verified,weak,True,Shows event messages can contain aggregated quantitative information but does not assert that the user updates related artifacts based on that message content.
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC154,partially_verified,partial,True,The test asserts creation of temporary traces but does not assert that the user eliminates unnecessary traces as required.
RQ140,requirements.txt::chunk40,RQ140	The notification processing system shall automatically eliminate any events that are not longer valid as a result of the user eliminating temporary traces.,NO_TEST_CASE,no_assertion_evidence,weak,True,"Extracted facts: (1) Requirement mandates automatic elimination of events that become invalid when a user eliminates temporary traces. I examined each candidate test for explicit assertions that the system automatically removes/cleans up events (including timing, scope, or state change) when the user removes temporary traces."
