Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC142,partially_covered,partial,"This test explicitly verifies the negative direction of the requirement (a non-registered subscriber attempts to establish a trace and the outcome is that no trace is established). It does not by itself assert that registered subscribers are allowed, so it only partially covers the full requirement.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC143,not_covered,weak,"This test verifies that a subscriber can register with the subscriber manager (registration success). While related to the requirement's precondition (being registered), it does not assert that registration confers the ability to establish traces or that non-registered subscribers are prohibited from tracing.",—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC144,not_covered,weak,This test addresses a subscriber failing to register and being removed from the system; it does not exercise or assert the ability or prohibition to establish traces.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC146,not_covered,weak,This test covers subscriber manager registration with the event server and does not exercise or assert subscriber trace-establishment permissions.,—
RQ102,RQ102 Only registered subscribers shall be allowed to establish traces.,TC149,not_covered,weak,This test concerns event notifications to the subscriber manager and local event log storage; it does not address trace establishment permissions for subscribers.,—
RQ103,RQ103 A user shall register as a subscriber.,TC142,not_covered,weak,This test addresses behavior of a non-registered subscriber attempting to establish a trace; it explicitly concerns an unregistered state and does not assert successful registration.,—
RQ103,RQ103 A user shall register as a subscriber.,TC143,covered,full,The test explicitly exercises a subscriber performing registration and the postcondition asserts the subscriber is registered under the subscriber manager; this directly satisfies the requirement that a user shall register as a subscriber.,—
RQ103,RQ103 A user shall register as a subscriber.,TC144,not_covered,weak,"This test describes a subscriber failing to complete registration (exiting the registration process) and removal from the system. It verifies a negative scenario rather than successful registration, so it does not provide evidence that the requirement is satisfied.",—
RQ103,RQ103 A user shall register as a subscriber.,TC146,not_covered,weak,"This test concerns a Subscriber Manager registering with an event server (manager-level registration), not a user/subscriber registering as a subscriber; it does not verify the user registration requirement.",—
RQ103,RQ103 A user shall register as a subscriber.,TC147,not_covered,weak,This test covers event publication and subscriber manager subscriptions to requirements; it does not exercise or assert that a user registers as a subscriber.,—
RQ103,RQ103 A user shall register as a subscriber.,TC149,not_covered,weak,"This test focuses on event notification reception and local event logging for already-registered subscribers. While it assumes registered subscribers in the precondition, it does not perform or assert the registration action required by RQ103.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC143,covered,full,"TC143 explicitly exercises the registration action and states the postcondition that the subscriber is registered under the subscriber manager, directly matching the requirement's expected behavior (happy path).",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC144,partially_covered,partial,"TC144 documents a negative/failure scenario where the subscriber does not register with a subscriber manager and is removed. This exercise is relevant to the requirement's error path (what happens when registration is not completed) but does not demonstrate the successful registration behavior required by RQ104, so it only partially covers the requirement.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC146,not_covered,weak,"TC146 concerns subscriber manager registering with the event server (manager -> event server), not a subscriber registering under a subscriber manager; it does not verify the requirement.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC147,not_covered,weak,TC147 covers event publication in real time and assumes subscriber manager availability; it does not test or assert that a subscriber registers under a subscriber manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC149,not_covered,weak,TC149 addresses storage of non-speculative event notifications by the subscriber manager; it does not verify subscriber registration behavior.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC150,not_covered,weak,TC150 tests event notification receipt by a subscriber manager for already-registered subscribers; it assumes registration but does not exercise or assert the act of a subscriber registering under a subscriber manager.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC141,covered,full,TC141 explicitly exercises the user/subscriber action of creating a trace between an artifact (UML artifact) and a requirement and asserts the postcondition that the trace exists. This directly implements the requirement's intent to establish traces via subscription from artifact to requirement.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC142,partially_covered,partial,TC142 covers the negative/error scenario related to trace establishment: it verifies that when the subscriber is not registered the trace is not created. This is related to enforcement/guarding of the subscription action but does not itself demonstrate the successful subscription establishment path beyond confirming an authorization-related failure mode.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,partially_covered,partial,TC147 documents that a subscriber manager has a subscription to a requirement and that it receives event notifications when a requirement changes. This demonstrates existence and use of subscriptions but does not explicitly show the user action of establishing a subscription from an artifact to a requirement (the test uses a precondition rather than exercising the subscription-creation operation).,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC155,not_covered,weak,TC155 addresses refining requirements and establishing temporary links between requirements (requirement-to-requirement). It does not reference artifacts subscribing to requirements or the subscription-based trace establishment required by RQ105.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC162,partially_covered,partial,"TC162 demonstrates that subscribers exist and that the system discovers requirements linked to artifacts and communicates to subscribers. This shows use of artifact↔requirement links and subscriber notification, but it does not explicitly exercise the user action of establishing a subscription from an artifact to a requirement (the subscription-establishment step is implied rather than asserted).",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC143,covered,full,This test directly asserts the action and outcome that place a subscriber (an artifact actor) under the control of a subscriber manager: the subscriber registers and postcondition states it is registered under the subscriber manager. It directly demonstrates the core behavior required.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC144,partially_covered,partial,This test verifies enforcement when registration (and thus placement under a subscriber manager) does not occur: the subscriber is removed. It addresses a negative/error path related to the requirement but does not itself demonstrate successful placement of an artifact under a subscriber manager.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC146,not_covered,weak,This test concerns subscriber manager registration with an event server; it does not assert that artifacts are placed under the control of a subscriber manager.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC147,partially_covered,partial,"This test demonstrates that subscriber managers subscribe to requirements and receive notifications about changed requirements, which relates to subscriber managers exercising control over requirements/artifacts. However, it does not explicitly assert that each artifact is placed under the control of a subscriber manager or the mechanism ensuring every artifact is assigned.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC162,partially_covered,partial,"This test explicitly links requirements to the same artifact and shows the event server identifying subscribers and sending customized messages to them. It demonstrates artifact-to-subscriber linkage semantics relevant to placing artifacts under subscriber manager control, but it does not assert an explicit placement/enforcement mechanism for 'each artifact' or test boundary/error conditions.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC164,not_covered,weak,This test concerns event processing order for messages and does not assert that artifacts are placed under the control of a subscriber manager.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC143,not_covered,weak,TC143 covers subscriber registration with a subscriber manager; it does not verify deletion of subscriptions.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC144,not_covered,weak,TC144 covers a subscriber failing to register and removal from the system; it does not exercise user-initiated deletion of subscriptions.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC145,covered,full,"The test explicitly describes deleting subscriptions (title and step) and a postcondition that the subscription has been deleted, directly exercising the requirement's core behavior.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC147,not_covered,weak,"TC147 addresses publishing events and notifications to subscriber managers, not deletion of subscriptions by a user.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC157,not_covered,weak,"TC157 concerns deleting a requirement (obsolescence and link status). It does not mention subscriptions or subscription deletion, so it does not verify the subscription-deletion requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC143,not_covered,weak,"This test concerns a subscriber registering with a subscriber manager (subscriber -> manager). It does not address the manager registering itself with the eventserver, so it provides no relevant evidence for RQ108.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,partially_covered,partial,"This test explicitly exercises the registration step (registers IP, port, name) and asserts the manager is registered with the event server. It directly addresses the core action in the requirement. It does not, however, assert the consequence that the manager subsequently receives relevant event messages (end-to-end confirmation), so confidence is partial rather than full.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC148,partially_covered,weak,"This test shows that when a manager comes online it can obtain missed notifications from the event server, indicating reception capability. It does not assert that the manager registered itself with the eventserver (e.g., registration or re-registration on coming online).",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,partially_covered,weak,"This test asserts that the subscriber manager receives event notifications and stores them, which is related to the requirement's purpose (receiving relevant event messages) but does not assert that the subscriber manager registered itself with the eventserver. Therefore it provides topical evidence for reception but no direct evidence of registration.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,partially_covered,weak,"Test demonstrates the manager receiving and processing speculative event notifications, which shows the receive behavior but does not assert or verify that the manager registered with the eventserver.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,partially_covered,weak,This test describes the eventserver sending notifications to subscriber managers and the managers receiving them. It demonstrates the notification/reception path but does not include an explicit assertion that the subscriber manager previously registered itself with the eventserver.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,partially_covered,partial,"The test explicitly states the subscriber manager is online and that an event is published in real time and an event notification is sent to the relevant subscriber manager. This semantically aligns with the requirement's push-in-real-time behavior. It does not explicitly name or verify the 'push model' as distinct from alternative delivery models or assert timing boundaries, so confidence is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC148,not_covered,weak,This test describes a pull/download behavior used when the subscriber manager was offline and then comes online to retrieve missed events. It does not exercise or assert the push-on-online behavior required by RQ109.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_covered,partial,"The test shows an event notification being sent to and received by the subscriber manager and stored locally, which aligns with the requirement's intent. However, it does not explicitly state the subscriber manager is online prior to delivery nor assert use of the 'push model' or real-time timing constraints, so coverage is partial.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_covered,partial,"This test documents sending and receipt of notifications to the subscriber manager. It lacks explicit mention of the manager's online state, explicit labeling of 'push model', and explicit real-time timing assertions; therefore it partially supports RQ109.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,covered,full,"This test explicitly models the event server actively sending (pushing) notification messages to each subscriber manager by IP/port and asserts receipt by those managers. This directly matches the requirement's condition (sending to subscriber manager) and mechanism (server-initiated send), and thus provides full coverage of the required push-in-real-time behavior.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC146,not_covered,weak,This test covers registration of the subscriber manager with the event server (IP/port/name). Registration is related but does not assert retrieval of outstanding messages upon first coming online.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC147,not_covered,weak,This test describes real-time publication to an online subscriber manager; it does not address the offline-to-online transition or pulling stored outstanding messages on startup.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,covered,full,"The test explicitly sets the subscriber manager offline, then has it come online, and asserts in the post condition that it has downloaded relevant event notifications from the event server. This directly exercises and asserts the pull-on-startup behaviour required by RQ110.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC149,not_covered,weak,This test verifies reception and storage of a non-speculative event notification when the manager is active; it does not exercise the startup pull model for outstanding messages.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC150,not_covered,weak,This test concerns receipt and processing of a speculative event notification while the manager is registered/online; it does not cover initial startup pull of outstanding messages from the event server.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC164,not_covered,weak,This test addresses ordering of processing received events and prohibits incorrect-order processing. It does not address the subscriber manager coming online or pulling outstanding messages from the event server.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,not_covered,weak,"The test states that an event notification is sent to the relevant subscriber manager but does not explicitly assert that the subscriber manager receives or processes the notification; sending alone does not constitute evidence of receipt, so it does not verify the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC148,covered,full,"This test verifies that when coming online the subscriber manager downloads stored (missed) event notifications for its managed artifacts, demonstrating receipt in an offline/recovery scenario.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,covered,full,"The test explicitly states that an event notification is sent for a registered subscriber and that the subscriber manager receives the event notification and stores it, directly satisfying the requirement that the subscriber manager receives event notifications on behalf of managed artifacts/subscribers.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,covered,full,"The test explicitly describes sending an event notification for a registered subscriber and the subscriber manager receiving it and processing it, directly addressing receipt of notifications on behalf of managed subscribers.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,covered,full,"This test explicitly states that event messages are sent to and received by each relevant subscriber manager on behalf of its managed subscribers, directly matching the requirement text.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC163,not_covered,weak,"The test concerns display ordering of events already received for a single artifact. It presumes events have been received but does not contain an assertion that the subscriber manager receives event notifications, so it does not verify the requirement.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC141,covered,partial,"This test directly asserts successful establishment of a trace between a UML artifact and a requirement, demonstrating core trace management (creation/association). Confidence is partial because it verifies the happy-path creation but does not assert other management behaviors (e.g., multiple artifacts, retrieval, deletion, persistence, concurrency).",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC142,covered,partial,"This negative test explicitly exercises the subscriber manager's trace management policy by asserting that a non-registered subscriber cannot establish a trace. The postcondition demonstrates the manager's role in permitting or denying trace establishment (an aspect of managing traces). Confidence is partial because it covers an important error path but not full lifecycle (e.g., listing, updating, deleting, multi-artifact scenarios).",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC143,not_covered,weak,"This test verifies subscriber registration with the subscriber manager, which is a prerequisite for trace management but does not itself assert any trace management behavior (create, list, update, delete traces). Therefore it does not cover the requirement.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC146,not_covered,weak,"This test concerns the subscriber manager's registration with an event server, which is unrelated to the management of traces for artifacts and does not assert any trace-related behavior.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC149,not_covered,weak,"This test exercises event notification handling and logging by the subscriber manager but does not assert creation, association, retrieval, or management of traces for artifacts; therefore it does not cover the requirement.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_covered,partial,"TC149 documents receipt and storage of a non-speculative (i.e. evolutionary) event notification by the subscriber manager, demonstrating handling of non-speculative events. It lacks an explicit assertion that the subscriber manager performs classification/differentiation between event types at receipt time, so coverage is partial.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,partially_covered,partial,"TC150 documents receipt and processing of a speculative event notification by the subscriber manager, indicating handling of speculative events. It does not assert explicit differentiation logic between speculative and evolutionary events, so coverage is partial.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_covered,partial,"TC152 explicitly states the subscriber manager parses an event message to determine it is speculative, which shows handling/classification of speculative events. It does not, however, assert that the subscriber manager recognizes evolutionary events or contains logic to differentiate both kinds in all paths; thus only partial coverage of the requirement.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC161,not_covered,weak,"TC161 describes event-server behavior and that an evolutionary event message is delivered to subscriber managers, but it contains no assertion that the subscriber manager differentiates event types on receipt or how it handles evolutionary events differently.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC162,not_covered,weak,"TC162 concerns event-server construction of composite speculative messages and DOORS polling. It does not assert subscriber manager behavior on receipt or any differentiation logic at the subscriber manager, so it does not verify the requirement.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC146,not_covered,weak,TC146 covers registration of the subscriber manager with the event server. No storage of evolutionary events is asserted.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC148,not_covered,weak,"TC148 asserts that the subscriber manager downloads missed notifications from the event server when coming online, but does not assert that these notifications are stored in the subscriber manager's eventlog.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,covered,full,"TC149 explicitly asserts that the subscriber manager stores the received event notification message in the local event log, which directly satisfies the requirement's storage obligation. The test names the storage action and the log target.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC150,not_covered,weak,TC150 states that speculative event notifications are processed according to predefined protocols; it does not assert storage of evolutionary events in a log.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC152,not_covered,weak,"TC152 describes speculative event processing and model execution, but does not assert storing evolutionary events in an eventlog (and is focused on speculative events rather than evolutionary).",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC159,not_covered,weak,TC159 asserts that the event server stores event details in its own event log and categorizes events as speculative or evolutionary; it does not assert that the subscriber manager stores evolutionary events in its eventlog.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC161,not_covered,weak,"TC161 postcondition: message receipt by subscriber managers is asserted, but there is no assertion that the subscriber manager stores evolutionary events in an eventlog.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC151,covered,full,"TC151 explicitly states the user constructs a speculative query using a GUI tool (steps). This is a direct, explicit match to the requirement's core behavior; postcondition (speculative event message received) further supports end-to-end outcome. Requirement has no additional boundaries or error cases, so confidence is full.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC152,not_covered,weak,"TC152 assumes ""A speculative query has been issued and sent to the relevant subscriber manager"" and focuses on subscriber manager processing. It does not state how the speculative query was constructed (no GUI mention), so it does not verify the requirement that the user constructs speculative queries via a GUI.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC155,not_covered,weak,TC155 concerns refining a requirement and sending a refine event; it does not address constructing speculative queries via a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC156,not_covered,weak,TC156 concerns modifying a requirement and sending a modify event; it does not address constructing speculative queries via a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC162,not_covered,weak,TC162 deals with the event server constructing composite messages after receiving a speculative event; it does not assert that the user constructed the speculative query via a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC165,not_covered,weak,"TC165 describes user processing of event messages and updating artifacts; it does not state the user constructs speculative queries via a GUI, so it does not verify this requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC149,not_covered,weak,This test (TC149) covers non-speculative event notifications and storage in the event log. It does not address speculative events or immediate processing; therefore it does not verify the requirement.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC150,partially_covered,partial,"This test (TC150) describes receipt of a speculative event notification and states the postcondition that the message is processed per protocols. It confirms topical relevance (subscriber manager handling of speculative notifications) but does not provide explicit processing steps, timing/latency assertions, or error/edge-case coverage. Thus it provides partial topical verification but lacks explicit evidence for ""immediately"".",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC152,partially_covered,partial,"This test (TC152) explicitly exercises the subscriber manager path for a speculative event: receipt, parsing as speculative, executing model updates, restoring state, and sending a response. These steps demonstrate functional processing of speculative events. However, the test does not assert timing or latency (no evidence of ""immediately"" or maximum processing delay) and does not include error/negative or high-load scenarios. Therefore it partially verifies the requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC162,not_covered,weak,"This test (TC162) concerns the event server constructing composite messages for speculative events; it exercises the event server side, not the subscriber manager processing. It does not provide evidence that the subscriber manager immediately processes speculative events.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC164,not_covered,weak,"This test (TC164) is about user attempts to process events out of order and enforcement of processing order. It does not reference speculative events or immediate processing by the subscriber manager, so it does not verify the requirement.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC149,not_covered,weak,TC149 concerns reception and storage of non-speculative event notifications; it does not address re-executing a model with speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC150,not_covered,weak,TC150 verifies that the subscriber manager receives a speculative event notification but does not state that it injects speculative values into the model or re-executes the model.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC151,not_covered,weak,TC151 covers user construction of a speculative query and resulting event message to the event server; it does not verify subscriber manager behavior of re-executing a model with speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC152,covered,full,"TC152 explicitly describes injection of speculative values into the performance model and re-execution, which precisely matches the requirement's action. The test also verifies collating and restoring behavior, demonstrating the end-to-end speculative execution flow.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC162,not_covered,weak,TC162 describes the event server constructing and sending customized composite event messages to subscribers; it does not assert that the subscriber manager re-executes the model using speculative values.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC147,not_covered,weak,TC147 covers publishing an event in real time and subscription registration basics; it does not verify any behavior related to analyzing speculative changes or reporting negative impacts on other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC149,not_covered,weak,"TC149 addresses receipt and storage of non-speculative event notifications and local event logging. It does not exercise speculative processing, model execution, or reporting of impacts on other requirements/constraints.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC150,not_covered,weak,"TC150 states that a speculative event notification is received and processed according to protocols, but contains no assertion that the subscriber manager reports whether the speculative change negatively impacts other requirements/constraints or that results indicating such impacts are produced.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC151,not_covered,weak,TC151 exercises user construction of a speculative query and that an event is sent to the event server. It does not verify that the subscriber manager reports whether the speculative change negatively impacts other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_covered,partial,"TC152 demonstrates that the subscriber manager processes speculative events, executes the performance model, collates results, and returns a response. This covers the core path (model execution and returning results) necessary to produce impact information, but it does not explicitly state that the returned results indicate whether the speculative change negatively impacts other requirements and constraints nor assert any checks/criteria for negative impact. Therefore it partially aligns with RQ118 but lacks explicit verification of the required reporting content and negative-impact determination.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC162,partially_covered,weak,"TC162 documents that the event server assembles a composite message containing the changed requirement plus quantitative constraints from related requirements and sends it to subscribers. This supports the subscriber manager's ability to determine cross-requirement impacts (it supplies related requirement data), but TC162 is about the event server behavior, not an assertion that the subscriber manager reports whether the speculative change negatively impacts other requirements/constraints. Thus it is topically related but does not directly verify the required reporting—partial/weak support.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC143,not_covered,weak,This test is about subscriber registration with a subscriber manager; it contains no assertions about restoring a model state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC144,not_covered,weak,This test concerns subscriber registration failure and removal; it does not mention restoring any executable model state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC146,not_covered,weak,This test describes registration with an event server and does not assert behavior about restoring an executable model to a prior state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC148,not_covered,weak,This test describes the subscriber manager coming online and downloading missed events; it contains no statement or assertion about restoring an executable or performance model to a prior state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC149,not_covered,weak,This test documents receiving and storing non-speculative event notifications; it does not assert restoration of an executable or performance model.,—
