Requirement Id,Description,Test,Verdict,Verdict Confidence,Reason,Supporting Files
RQ103,RQ103 A user shall register as a subscriber.,TC142,not_covered,weak,This test addresses behavior of a non-registered subscriber attempting to perform another action (establish a trace). It does not exercise or assert the registration action itself.,—
RQ103,RQ103 A user shall register as a subscriber.,TC143,covered,full,"The test explicitly exercises the registration action and asserts the postcondition that the subscriber is registered under the subscriber manager, directly satisfying the requirement's core behavior.",—
RQ103,RQ103 A user shall register as a subscriber.,TC144,partially_covered,partial,This test addresses a negative path related to registration (aborting/failed registration) but does not assert successful registration. It is relevant to the registration workflow but does not fully verify the requirement's positive behavior.,—
RQ103,RQ103 A user shall register as a subscriber.,TC146,not_covered,weak,"This test concerns the subscriber manager registering with an event server (manager-level registration), which is a different actor/registration purpose and does not verify a user registering as a subscriber.",—
RQ103,RQ103 A user shall register as a subscriber.,TC147,not_covered,weak,This test covers event publication and notifications to subscriber managers; it does not exercise or assert a user/subscriber registration action.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC143,covered,full,"TC143 explicitly instructs the subscriber to 'registers itself with the subscriber manager' and declares the postcondition that 'The subscriber is registered under the subscriber manager', directly matching the requirement's demanded behavior. This is direct, unambiguous coverage of the requirement's happy path.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC144,partially_covered,weak,TC144 exercises the negative path where a subscriber does not complete registration. It references the act of not registering 'under a subscriber manager' (semantic relation) but does not assert the positive behaviour required (that on registration the subscriber registers under control of a subscriber manager). Thus it partially addresses the requirement by testing a failure mode but does not verify the required positive behavior.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC146,not_covered,weak,"TC146 concerns the subscriber manager registering with an event server (IP, port, name) and does not assert subscriber registration under a subscriber manager.",—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC147,not_covered,weak,TC147 describes event publication/notification behavior and preconditions about subscriber manager availability; it does not assert subscriber registration under a subscriber manager.,—
RQ104,RQ104 On registration a subscriber shall register itself under the control of a subscriber manager,TC149,not_covered,weak,"TC149 tests event notification reception and logging by a subscriber manager. Although it assumes 'the subscriber manager has registered subscribers' as a precondition, it does not assert or verify the registration action itself.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC141,covered,partial,"TC141 explicitly exercises the core happy-path: a subscriber establishes a trace between a UML artifact and a requirement and the postcondition is that the trace is established. This directly maps to the requirement's intent to establish traces between artifacts and requirements. It does not, however, explicitly use the word 'subscription' nor demonstrate subscription directionality for other artifact types, therefore confidence is partial rather than full.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC142,partially_covered,partial,"TC142 covers a negative scenario relevant to establishing traces/subscriptions: it verifies that an unregistered subscriber cannot create the trace. This helps validate access/authorization constraints around trace/subscription creation, but does not prove the mechanics of a successful subscription from an artifact to a requirement beyond preventing it for unregistered actors.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC147,partially_covered,partial,TC147 demonstrates that subscriptions to requirements exist and that subscribers receive notifications when requirements change. This supports the subscription concept in the requirement but does not show creating a subscription originating from an artifact (artifact-initiated subscription) or creation of a trace link itself.,—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC155,not_covered,weak,"TC155 addresses refinement of a requirement and creation of links between requirements (requirement-to-requirement), not establishment of subscriptions/traces between artifacts and requirements. It therefore does not verify the requirement.",—
RQ105,RQ105 The user shall establish traces between requirements and other types of artifacts by establishing a subscription from an artifact to the relevant requirement,TC162,not_covered,weak,"TC162 is topically related (identifies requirements linked to the same artifact and notifies subscribers) but does not assert the creation of a subscription/trace from an artifact to a requirement. It describes event-message construction and notification, not trace/subscription establishment.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC143,covered,partial,"The test explicitly exercises registration with a subscriber manager and states the postcondition that the subscriber is registered under the subscriber manager, which directly demonstrates an artifact (a subscriber) being placed under the control of a subscriber manager. Confidence is partial because the test covers a happy-path registration of one artifact type and does not demonstrate boundaries, error paths, or that every artifact type is covered.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC146,not_covered,weak,This test verifies that a subscriber manager registers with an event server (manager registers its IP/port/name). It does not assert that artifacts are placed under the control of a subscriber manager.,—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC147,partially_covered,weak,"The test indicates that a subscriber manager subscribes to requirements (precondition), which is topically related to control/management of requirement-linked artifacts, but it does not assert that artifacts are placed under the control of the subscriber manager or show a registration/assignment action for artifacts. Thus it provides weak, partial support.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC162,partially_covered,partial,"The test describes the event server identifying requirements linked to the same artifact and sending customized messages to identified subscribers. This shows linkage between artifacts and subscribers and communication to subscribers about artifact-related requirements, but it does not assert that artifacts are placed under the control of a subscriber manager (no registration/assignment action or enforcement is stated). Therefore it partially supports the requirement (covers linkage/notification aspects) but lacks explicit placement/control assertions and error/boundary behaviors.",—
RQ106,RQ106 Each artifact shall be placed under the control of a subscriber manager,TC164,not_covered,weak,This test concerns processing event messages in order and prohibits out-of-order processing. It does not assert that artifacts are placed under the control of a subscriber manager or that any registration/assignment to a subscriber manager occurs.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC143,not_covered,weak,TC143 covers subscriber registration with a subscriber manager. It does not exercise deletion of subscriptions and therefore does not verify RQ107.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC144,not_covered,weak,"TC144 is about a subscriber failing to register and removal from the system; it does not exercise or assert deletion of subscriptions, so it does not verify RQ107.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC145,covered,full,"The test case TC145 explicitly exercises the user deleting a subscription and asserts the postcondition 'The subscription has been deleted', which directly implements the requirement's stated capability.",—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC147,not_covered,weak,TC147 addresses event publication and notifications to subscriber managers; it does not perform or assert deletion of subscriptions and therefore does not verify RQ107.,—
RQ107,RQ107 The user shall be able to delete subscriptions.,TC157,not_covered,weak,"TC157 concerns deleting a requirement and related side effects (status set to obsolete, links tentative). It does not mention subscriptions or verifying that subscriptions can be deleted, so it does not verify RQ107.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC143,not_covered,weak,"This test covers a subscriber registering with a subscriber manager (subscriber->manager), which is distinct from the manager registering with the eventserver (manager->eventserver). It does not provide evidence of the subscriber manager registering with the eventserver.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,covered,full,"This test explicitly performs the registration action: it instructs the subscriber manager to register its IP, port, and name with the event server and asserts the postcondition that the subscriber manager is registered with the event server. That directly satisfies the requirement's core action.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC149,not_covered,weak,This test checks receipt and storage of a non-speculative event notification but does not state that the subscriber manager performed registration with the eventserver. It therefore does not provide evidence for the manager registering itself with the eventserver.,—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC150,not_covered,weak,"This test verifies that a subscriber manager receives and processes a speculative event notification, but it does not assert that the subscriber manager registers itself with the eventserver. The precondition mentions registered subscribers (subscribers registered under the manager), not registration of the manager with the eventserver. Therefore it does not cover the registration requirement.",—
RQ108,RQ108 A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC161,partially_covered,partial,"This test verifies that the event server can identify addresses and send notifications to subscriber managers and that subscriber managers receive event messages. It does not, however, assert that subscriber managers performed registration with the eventserver (identification might imply prior registration but is not an explicit assertion of the manager 'registering itself with the eventserver'). Thus it provides partial, indirect evidence toward the requirement but not an explicit registration verification.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,covered,full,"This test explicitly states a subscriber manager is online, labels the event as published in real time, and documents that an event notification is sent to the relevant subscriber manager, which directly exercises the push delivery when online.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC148,not_covered,weak,This test describes the subscriber manager coming online and downloading missed events (pull/retrieval after offline). It does not exercise or assert push delivery to an already-online subscriber manager in real time.,—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_covered,partial,"The test shows an event notification being sent and received and stored, which aligns with push delivery to a receiving manager. However it lacks an explicit precondition that the manager is online and lacks explicit real-time timing/assertions and does not explicitly state the server-initiated 'push' action versus other delivery semantics.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_covered,partial,"The test demonstrates sending and receipt of notifications (covers delivery behavior). It does not explicitly assert the manager is online as a precondition, nor does it contain explicit timing/real-time assertions or explicit statement that the server initiated a push connection.",—
RQ109,RQ109 If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,covered,full,"This test explicitly documents server-side identification of subscriber manager IP/port, building and sending a notification message to each subscriber manager and observes receipt, matching the server-initiated push delivery to subscriber managers (real-time notification flow).",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC146,not_covered,weak,TC146 tests registration with the event server (IP/port/name). Registration is a prerequisite but does not by itself verify that the subscriber manager pulls outstanding messages on first startup.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC147,not_covered,weak,TC147 addresses real-time publication to an online subscriber manager. It does not exercise the startup pull of previously stored messages when the subscriber manager first comes online.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,covered,full,"TC148 explicitly exercises the transition where the subscriber manager comes online with previously stored events on the event server and states as a postcondition that the subscriber manager 'has successfully downloaded the relevant event notifications from the event server', which directly implements the pull-on-startup behavior required by RQ110.",—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC149,not_covered,weak,TC149 describes receiving a non-speculative event notification and storing it locally; it concerns normal receive/store behavior while online and does not demonstrate pull-on-startup retrieval of outstanding events.,—
RQ110,RQ110 Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC150,not_covered,weak,TC150 covers receiving a speculative event notification while the subscriber manager is already registered/online. It does not exercise the 'first comes on line' pull behavior to retrieve outstanding stored events from the event server.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,partially_covered,partial,"The test asserts that an event notification is sent to the relevant subscriber manager (happy path). It does not explicitly assert that the subscriber manager receives or processes the notification (no receive/assertion/postcondition), so it only partially demonstrates the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,covered,full,"This test explicitly documents sending an event to the subscriber manager and that the manager receives and stores the notification, satisfying the requirement's reception obligation.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,covered,full,The test explicitly states an event is sent to the subscriber manager for a registered subscriber and that the subscriber manager receives the event notification and processes it. This directly exercises the requirement's core behaviour: reception of notifications on behalf of managed artifacts.,—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,covered,full,"The test describes the event server sending notification messages to each relevant subscriber manager and states the postcondition that the event message is received by each relevant subscriber manager on behalf of its managed subscribers, directly matching the requirement.",—
RQ111,RQ111 A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC163,not_covered,weak,This test concerns ordering/display of events to a user and does not assert that a subscriber manager receives event notifications on behalf of artifacts it manages.,—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC141,partially_covered,partial,"This positive test demonstrates that a registered subscriber can establish a trace between a UML artifact and a requirement, and that a trace is created. That maps directly to the 'manage traces' capability for a single artifact (creation/happy path). It does not show management across multiple artifacts, listing/querying traces, modifying or deleting traces, persistence across restarts, or concurrent/multi-entity behavior; thus only partial coverage.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_covered,partial,"This negative test asserts that when a non-registered subscriber attempts to create a trace, no trace is established. That behavior demonstrates enforcement of registration/access control for trace creation (a part of managing traces). It does not, however, demonstrate successful management operations (creation/storage/retrieval) for one or more artifacts, nor multi-artifact management, persistence, or lifecycle operations; therefore only partial coverage of the requirement.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC143,not_covered,weak,"This test verifies that a subscriber can register with the subscriber manager (registration functionality). Registration is a prerequisite for managing traces but the test contains no assertions about trace creation, storage, retrieval, or multi-artifact trace management; it does not verify the requirement itself.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC146,not_covered,weak,"This test verifies that the subscriber manager registers with an event server (network/registration behavior). It does not assert any trace management behavior, so it does not verify the requirement.",—
RQ112,RQ112 A subscriber manager shall manage traces for one or more artifacts.,TC149,not_covered,weak,"This test verifies receipt and logging of event notifications by the subscriber manager. While related to event handling, it contains no assertions regarding trace management (creation, storage, retrieval, or multi-artifact management), so it does not verify the requirement.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_covered,partial,"Describes handling of a non-speculative event (stored in a local event log), which demonstrates a processing behavior distinct from the speculative handling in other tests. Alone it does not show explicit detection logic, but together with speculative tests indicates differentiation.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,partially_covered,partial,"Specifically addresses receipt and processing of a speculative event notification by the subscriber manager, indicating a distinct handling path for speculative events; however it does not explicitly assert detection vs. evolutionary events in the same test.",—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_covered,partial,Explicitly asserts the subscriber manager parses the incoming message to determine it is speculative and applies a distinct speculative processing flow. This demonstrates identification of speculative events but does not explicitly show identification of evolutionary events in the same test; therefore partial coverage of the differentiation requirement.,—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC161,not_covered,weak,This test describes the event server sending evolutionary events to subscriber managers but does not assert that the subscriber manager distinguishes evolutionary from speculative events or that it performs a different processing path upon receipt.,—
RQ113,RQ113 On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC162,not_covered,weak,This test focuses on the event server composing customized speculative event messages for subscribers; it does not assert subscriber manager behavior of differentiating speculative vs evolutionary events on receipt.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC146,not_covered,weak,TC146 concerns registration of the subscriber manager with the event server and does not assert that the subscriber manager stores evolutionary events in an eventlog.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,covered,full,"TC149 explicitly states that a non-speculative event notification (semantic match to 'evolutionary') is stored in the local event log, directly satisfying the requirement's core action and target (subscriber manager storing event in eventlog).",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC150,not_covered,weak,TC150 describes handling of speculative event notifications and processing protocols but does not assert storing speculative or evolutionary events into an eventlog. It does not provide evidence for the subscriber manager storing evolutionary events.,—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC159,not_covered,weak,"TC159 states that the event server stores event details in its event log. This covers event server behavior, not the subscriber manager required by RQ114, so it does not verify the subscriber manager's storage responsibility.",—
RQ114,RQ114 The subscriber manager shall store information for evolutionary events in an eventlog.,TC161,not_covered,weak,"TC161 asserts that the event message is received by each relevant subscriber manager, but does not assert that the subscriber manager stores evolutionary (or non-speculative) event information in an eventlog. Reception alone does not satisfy the storage requirement.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC151,covered,full,"TC151 directly exercises the exact user action required by RQ115: it explicitly states the user constructs a speculative query using a GUI tool and expects the speculative event message to be emitted, satisfying the requirement's stated capability.",—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC152,not_covered,weak,TC152 focuses on subscriber manager processing of a speculative event after it has been issued; it assumes a speculative query exists but does not verify GUI-based construction of that query.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC155,not_covered,weak,TC155 is about refining requirements and associated events; it does not relate to constructing speculative queries via a GUI.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC156,not_covered,weak,TC156 addresses modifying requirements and modify events; it does not verify the GUI-based construction of speculative queries.,—
RQ115,RQ115 The user shall be able to construct speculative queries using a GUI.,TC162,not_covered,weak,TC162 covers the event server constructing composite event messages for a speculate event; it does not exercise or assert that a user constructed the speculative query via a GUI.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC149,not_covered,weak,TC149 addresses non-speculative event notifications and storing in a local event log; it does not pertain to speculative-event immediate processing.,—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC150,partially_covered,partial,"TC150 verifies that the subscriber manager receives a speculative event notification and that it is processed according to protocols. This covers the existence of processing behaviour for speculative events but does not assert immediacy (no timing/latency requirement verified) nor detail the processing actions, so it only partially supports the requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC152,partially_covered,partial,"TC152 explicitly exercises the subscriber manager processing flow for a speculative event: receipt, identification as speculative, model injection, re-execution, restoration, and returning a response. This demonstrates the core processing behaviour required. However, the test text does not assert or measure 'immediacy' (timing/latency) nor specify boundaries or error conditions, so it does not fully verify the 'immediately' aspect of the requirement.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC162,not_covered,weak,"TC162 exercises the event server constructing composite messages for a speculative event (server-side message construction), not the subscriber manager's immediate processing behaviour.",—
RQ116,RQ116 The subscriber manager shall immediately process speculative events.,TC164,not_covered,weak,TC164 concerns user attempts to process events out of order and the system prohibiting that; it does not assert processing of speculative events nor immediacy.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC149,not_covered,weak,This test concerns receipt/storage of non-speculative event notifications and does not address injection of speculative values or model re-execution.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC150,not_covered,weak,This test only verifies receipt/processing of a speculative event notification by the subscriber manager; it does not assert that the model is injected with speculative values or re-executed.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC151,not_covered,weak,This test covers user construction of a speculative query and the event server receiving a speculative event message; it does not verify subscriber manager behavior of re-executing a model with speculative values.,—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC152,covered,full,"The test explicitly states that the subscriber manager injects values (speculative values) into the performance model and re-executes it, then collates and returns results. This directly implements the requirement's action and expected behavior.",—
RQ117,RQ117 The subscriber manager shall re execute the model using the speculative values.,TC162,not_covered,weak,This test concerns the event server constructing composite event messages and polling external systems; it does not assert that the subscriber manager injects speculative values or re-executes the model.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC147,not_covered,weak,This test covers event publication and that subscriber managers receive notifications; it contains no assertions about the subscriber manager reporting impact on other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC150,not_covered,weak,This test only asserts that the subscriber manager receives an event notification and processes it according to protocols. It does not assert that the subscriber manager analyzes/specifies whether speculative changes negatively impact other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC151,not_covered,weak,This test covers user construction of a speculative query and that a speculative event message is produced/received by the event server. It does not assert subscriber manager behavior about reporting negative impacts on other requirements/constraints.,—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_covered,partial,"This test directly exercises the subscriber manager processing of a speculative event, model injection, re-execution, collation and return of results. Those steps align semantically with producing a report of impacts. However, the test text does not explicitly assert that the returned/collated results indicate whether the speculative change negatively impacts other requirements and constraints (no explicit assertion about detecting/reporting negative impacts or mapping results to other requirements/constraints). Therefore it partially covers the requirement.",—
RQ118,RQ118 The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC162,not_covered,weak,"This test verifies that the event server constructs composite event messages including quantitative constraints from related requirements and sends them to subscribers. It exercises upstream message construction, not the subscriber manager reporting whether a speculative change negatively impacts other requirements/constraints. No assertion verifies the subscriber manager producing impact determinations.",—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC143,not_covered,weak,TC143 covers subscriber registration; it does not reference restoring model state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC144,not_covered,weak,TC144 describes subscriber registration failure and removal; it does not address restoring an executable model's prior state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC148,not_covered,weak,TC148 concerns coming online and downloading missed events; it does not mention restoring any executable or performance model state.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC149,not_covered,weak,TC149 addresses receipt and local storage of non-speculative event notifications; no restoration of an executable/performance model is described.,—
RQ119,RQ119 The subscriber manager shall restore the executable model to its prior state.,TC152,covered,full,"The test case TC152 explicitly lists 'restores the model to its prior state' in the procedural steps and repeats the postcondition that 'The performance model is restored to its original state', directly asserting the requirement's behavior.",—
RQ120,RQ120 The prototype system shall utilize a driver to trigger events.,TC153,partially_covered,partial,"Precondition asserts the trigger driver is running and post-condition checks an event message was sent, which semantically supports the requirement. Missing are explicit assertions that the driver implementation triggered the event and handling of driver failures.",—
RQ120,RQ120 The prototype system shall utilize a driver to trigger events.,TC154,partially_covered,partial,"Test explicitly requires the trigger driver to be running and expects a decompose event message to be sent, which aligns with using a driver to trigger events. However the test is a high-level test description that assumes the driver precondition rather than asserting direct invocation/interaction with the driver or error/failure behaviors.",—
RQ120,RQ120 The prototype system shall utilize a driver to trigger events.,TC155,partially_covered,partial,"Test text shows the trigger driver is expected to be running and that a refine event message is sent, supporting the driver-triggered events behavior. It does not verify driver invocation paths or error conditions.",—
RQ120,RQ120 The prototype system shall utilize a driver to trigger events.,TC156,partially_covered,partial,"The test requires the trigger driver to be running and expects a modify event message to be sent, indicating events are produced. It does not demonstrate direct verification of the driver's role or error/edge behaviors.",—
RQ120,RQ120 The prototype system shall utilize a driver to trigger events.,TC158,partially_covered,partial,"The test specifies the trigger driver running and expects a merge event message to be sent, which aligns with driver-triggered events. It lacks explicit checks that the driver component performed the trigger or coverage of failure modes.",—
RQ121,RQ121 Event types shall include adding new requirements.,TC153,covered,full,"TC153 explicitly names an 'Add New Requirement' test, steps include 'The user adds a new requirement' and the post-condition asserts a new event message is sent. This directly exercises the required event type and verifies the creation/send behavior required by RQ121.",—
RQ121,RQ121 Event types shall include adding new requirements.,TC155,partially_covered,partial,"TC155 documents adding an additional requirement as part of a 'refine' event. This demonstrates an event that results in adding a requirement, but it is scoped as a refine event rather than an explicit generic 'add new requirement' event; therefore it provides partial evidence for RQ121.",—
RQ121,RQ121 Event types shall include adding new requirements.,TC156,not_covered,weak,"TC156 covers modifying an existing requirement ('The user selects an existing requirement and changes it') and post-conditions about modify events; it does not assert creation or addition of new requirements, so it does not verify RQ121.",—
RQ121,RQ121 Event types shall include adding new requirements.,TC157,not_covered,weak,"TC157 describes deleting a requirement and setting its status to obsolete; it does not assert adding new requirements or an 'add' event, so it does not verify RQ121.",—
RQ121,RQ121 Event types shall include adding new requirements.,TC158,partially_covered,partial,"TC158 results in a 'newly merged requirement' as a post-condition, which implies creation of a new requirement entity. This provides partial evidence for the presence of an event that produces a new requirement, though it is a merge-specific event rather than a dedicated 'add' event.",—
RQ122,RQ122 Event types shall include decomposing one requirement into two or more requirements.,TC154,covered,full,"The test (TC154) explicitly exercises a decompose event, verifies that a single requirement is decomposed into two or more requirements/events, asserts a decompose event message is sent, and that temporary links are established. These statements directly realize the requirement's expected event type and behaviors.",—
