Requirement Id,Chunk,Description,Test,Verdict,Confidence,Gap,Reasoning
RQ106,requirements.txt::chunk6,RQ106	Each artifact shall be placed under the control of a subscriber manager,TC143,partially_verified,partial,True,"Direct assertion of registration for a 'subscriber' artifact is present, but the requirement requires that 'each artifact' be placed under manager control, which is not demonstrated for other artifact types or error paths."
RQ106,requirements.txt::chunk6,RQ106	Each artifact shall be placed under the control of a subscriber manager,TC162,partially_verified,partial,True,"Demonstrates artifact–requirement linkage and notification to subscribers, but does not assert that artifacts are registered/placed under the control of a subscriber manager or verify management/enforcement behavior."
RQ106,requirements.txt::chunk6,RQ106	Each artifact shall be placed under the control of a subscriber manager,TC147,partially_verified,weak,True,Shows the subscriber manager has subscriptions (association) but does not assert that artifacts are placed under its control or verify postconditions of placement.
RQ107,requirements.txt::chunk7,RQ107	The user shall be able to delete subscriptions.,TC145,assertions_verified,full,False,The test's postcondition 'The subscription has been deleted' directly verifies the requirement that the user shall be able to delete subscriptions.
RQ108,requirements.txt::chunk8,RQ108	A subscriber manager shall register itself with the eventserver so that it may receive relevant event messages.,TC146,partially_verified,partial,True,"The test asserts that the subscriber manager registers and is registered, but it does not assert that registration results in receipt of relevant event messages."
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC147,partially_verified,full,True,Explicit online precondition and 'real time' labeling plus a step stating an event notification is sent directly address the requirement's core expectation.
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC161,partially_verified,full,True,"Documents server-side actions (identify IP/port, build and send) and observed receipt, supporting server-initiated push delivery when managers are reachable."
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC149,partially_verified,partial,True,Shows send/receive/store behavior consistent with push but lacks explicit online precondition and explicit real-time timing or server-initiated connection semantics.
RQ109,requirements.txt::chunk9,RQ109	If the subscriber manager is online; the push model shall be used to send it event notifications in real time.,TC150,partially_verified,partial,True,"Documents send and receipt of notifications but does not assert online precondition, real-time timing, or explicit server-initiated push semantics."
RQ110,requirements.txt::chunk10,RQ110	Whenever the subscriber manager first comes on line; it shall implement the pull model to retrieve outstanding event messages from the eventserver.,TC148,partially_verified,full,True,The test postcondition explicitly states that on coming online the subscriber manager downloads stored event notifications from the event server.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC149,partially_verified,full,True,Explicit receive and storage assertions demonstrate the manager receives notifications for its registered subscribers.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC150,partially_verified,full,True,Explicit receive and processing assertions map directly to the requirement that a subscriber manager shall receive event notifications on behalf of managed artifacts.
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC161,partially_verified,full,True,"Postcondition explicitly states receipt by subscriber managers on behalf of managed subscribers, aligning with the requirement."
RQ111,requirements.txt::chunk11,RQ111	A subscriber manager shall receive event notifications on behalf of the artifacts that it manages.,TC147,partially_verified,partial,True,Only the sending of a notification is asserted; there is no explicit assertion that the subscriber manager receives or processes it.
RQ112,requirements.txt::chunk12,RQ112	A subscriber manager shall manage traces for one or more artifacts.,TC141,partially_verified,partial,True,"This test provides positive evidence that a trace can be created/established for an artifact by a registered subscriber, which is a core part of 'managing traces'."
RQ112,requirements.txt::chunk12,RQ112	A subscriber manager shall manage traces for one or more artifacts.,TC142,partially_verified,partial,True,The test's postcondition ('No trace is established') provides direct negative evidence that the system prevents unauthorized trace creation.
RQ113,requirements.txt::chunk13,RQ113	On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC149,partially_verified,full,True,"Directly asserts a different handling path for non-speculative events (storage in local event log), supporting differentiation when combined with speculative tests."
RQ113,requirements.txt::chunk13,RQ113	On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC152,partially_verified,full,True,"Directly asserts parsing/identification of speculative events and a distinct speculative processing flow, addressing the speculative side of the requirement."
RQ113,requirements.txt::chunk13,RQ113	On receipt of an event message; the subscriber manager shall differentiate between speculative and evolutionary events.,TC150,partially_verified,partial,True,States that speculative notifications are processed but does not show the parsing/identification step or how processing differs from evolutionary/non-speculative handling.
RQ114,requirements.txt::chunk14,RQ114	The subscriber manager shall store information for evolutionary events in an eventlog.,TC149,assertions_verified,full,False,"The test postcondition directly asserts storage of the event notification in the local event log, matching the requirement's obligation."
RQ115,requirements.txt::chunk15,RQ115	The user shall be able to construct speculative queries using a GUI.,TC151,assertions_verified,full,False,"The test step explicitly instructs GUI construction of a speculative query and the postcondition asserts the expected speculative event outcome, directly matching the requirement."
RQ116,requirements.txt::chunk16,RQ116	The subscriber manager shall immediately process speculative events.,TC150,partially_verified,partial,True,Asserts receipt and processing of speculative event notifications but provides no evidence about 'immediately' (timing/latency) or handling under concurrent/load/error conditions.
RQ116,requirements.txt::chunk16,RQ116	The subscriber manager shall immediately process speculative events.,TC152,partially_verified,partial,True,"Asserts end-to-end processing (receive, parse, inject, re-execute, restore, respond) but does not assert timing/latency or immediacy."
RQ117,requirements.txt::chunk17,RQ117	The subscriber manager shall re execute the model using the speculative values.,TC152,assertions_verified,full,False,"The test step explicitly states 'injects values into the relevant performance model  re-executes the model', directly implementing the requirement that the subscriber manager re-execute the model using speculative values."
RQ118,requirements.txt::chunk18,RQ118	The subscriber manager shall report results indicating whether the speculative change negatively impacts other requirements and constraints.,TC152,partially_verified,partial,True,The test asserts model execution and result collation/response but does not assert that results indicate negative impact on other requirements/constraints or the presence/format of such reporting.
RQ119,requirements.txt::chunk19,RQ119	The subscriber manager shall restore the executable model to its prior state.,TC152,assertions_verified,full,False,"TC152's steps and postcondition explicitly state that after speculative execution the performance/executable model is restored to its prior/original state, directly matching the requirement."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC153,partially_verified,partial,True,"Indicates driver running and that an event is sent for adding a requirement, but lacks assertion of driver invocation or error handling."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC154,partially_verified,partial,True,"Declares the driver is running and that a decompose event message is sent, but does not assert that the driver was invoked or verify failure modes."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC155,partially_verified,partial,True,"Specifies driver precondition and refine-event post-condition, yet provides no implementation-level verification that the driver triggered the event or handled failures."
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC156,partially_verified,partial,True,Documents expected event emission with the driver running but does not assert driver invocation or negative/error scenarios.
RQ120,requirements.txt::chunk20,RQ120	The prototype system shall utilize a driver to trigger events.,TC158,partially_verified,partial,True,Records a running driver precondition and merge-event post-condition but lacks assertions verifying the driver was used or how failures/concurrency are handled.
RQ121,requirements.txt::chunk21,RQ121	Event types shall include adding new requirements.,TC153,assertions_verified,full,False,"The test text contains a direct step asserting the addition of a new requirement and a post-condition asserting that an event message is sent, which maps to the requirement."
RQ122,requirements.txt::chunk22,RQ122	Event types shall include decomposing one requirement into two or more requirements.,TC154,assertions_verified,full,False,"The test directly asserts selecting and decomposing a requirement into two or more requirements, the sending of a decompose event message, and establishment of temporary links."
RQ123,requirements.txt::chunk23,RQ123	Event types shall include refining one requirement by adding an additional requirement to the existing one.,TC155,assertions_verified,full,False,"The test text explicitly asserts the refine event, the action of selecting an existing requirement and adding an additional related requirement, and post-conditions (refinement, message, links) that match the requirement."
RQ124,requirements.txt::chunk24,RQ124	Event types shall include modifying a requirement.,TC156,assertions_verified,full,False,The test contains direct statements that a modify event is specified and that 'The requirement is changed. A modify event message is sent.'
RQ125,requirements.txt::chunk25,RQ125	Event types shall include deleting a requirement.,TC157,assertions_verified,full,False,"The test explicitly describes invoking a delete event, sending a delete event message, and the requirement's status becoming obsolete, which directly verifies the requirement that event types include deleting a requirement."
RQ126,requirements.txt::chunk26,RQ126	Event types shall include merging requirements.,TC158,assertions_verified,full,False,"The test's post conditions state: ""The requirements are merged. A merge event message is sent."" which directly verifies that event types include merging requirements."
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC153,partially_verified,partial,True,Shows adding a requirement causes an event message to be sent but does not assert that the eventserver receives that specific message.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC156,partially_verified,partial,True,Shows a modify event message is sent when a requirement is changed but does not assert that the eventserver receives that message.
RQ127,requirements.txt::chunk27,RQ127	The eventserver shall receive event messages when a requirement changes.,TC159,partially_verified,partial,True,Asserts that the eventserver receives and processes an event message but does not tie reception to a requirement change trigger.
RQ128,requirements.txt::chunk28,RQ128	On receipt of an event message the eventserver shall record the event in an eventlog.,TC159,assertions_verified,full,False,"The test explicitly states storage in the event log and a postcondition that the event is stored in the log, which directly verifies the requirement."
RQ129,requirements.txt::chunk29,RQ129	On receipt of an event; the eventserver shall identify all relevant subscribers for the event.,TC160,partially_verified,partial,True,"The test directly asserts 'All relevant subscribers are identified', covering the core behavior, but it provides no assertions for boundary/error/scale/deduplication/concurrency cases."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC159,assertions_verified,full,False,"The test explicitly states the server categorizes events into speculative or evolutionary, directly addressing the requirement to differentiate."
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC161,assertions_verified,partial,False,Covers the evolutionary-event handling flow but assumes the event is already identified as evolutionary rather than asserting the server performed the differentiation.
RQ130,requirements.txt::chunk30,RQ130	The eventserver shall differentiate between evolutionary and speculative events.,TC162,assertions_verified,partial,False,Covers the speculative-event handling flow but uses the event type as a precondition and does not assert the categorization action.
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC161,assertions_verified,full,False,"Direct, end-to-end assertions: identifies an evolutionary event, resolves subscribers and endpoints, sends notifications, and asserts receipt by subscriber managers—fulfills the requirement's specified behavior."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC147,assertions_verified,partial,False,"Demonstrates notification on requirement change (happy path), aligning with notification behavior, but lacks explicit mention of 'evolutionary' and additional assertions (e.g., receipt, identification steps)."
RQ131,requirements.txt::chunk31,RQ131	When an evolutionary event occurs; the eventserver shall notify subscribers of the event.,TC149,assertions_verified,partial,False,"Shows that subscriber managers receive non-speculative notifications, supporting the notification aspect, but origin (that eventserver triggered it on evolutionary event) is not asserted."
RQ132,requirements.txt::chunk32,RQ132	For speculative events; the eventserver shall construct a composite event message.,TC162,assertions_verified,full,False,"The test explicitly states that the event server constructs a composite event message and describes its contents, directly matching the requirement."
RQ133,requirements.txt::chunk33,RQ133	The eventserver shall identify all related requirements and constraints for each impacted executable model.,TC162,assertions_verified,full,False,"The test directly states identification of additional requirements, polling DOORS for quantitative information, and inclusion of quantitative constraints in the composite event message, matching the requirement."
RQ134,requirements.txt::chunk34,RQ134	The eventserver shall retrieve quantitative values related to these additional requirements and constraints through querying the requirements management tool.,TC162,partially_verified,partial,True,"These lines directly state that the event server queries DOORS to obtain additional quantitative information and uses quantitative constraints from related requirements, demonstrating the core retrieval behavior required by RQ134."
RQ135,requirements.txt::chunk35,RQ135	The eventserver shall create a composite speculative message which includes the speculative event plus all related requirements and constraint values for each impacted model.,TC162,partially_verified,partial,True,"The test directly asserts construction of a composite event message including the changed requirement and quantitative constraints from related requirements, matching the requirement's core behavior, but it does not explicitly assert inclusion of the speculative event or aggregation for each impacted model."
RQ136,requirements.txt::chunk36,RQ136	The eventserver shall send the customized message to each impacted executable model.,TC162,partially_verified,partial,True,"TC162 asserts per-subscriber composite message construction and sending to the relevant subscriber but does not demonstrate explicit per-executable-model tailoring, completeness over all impacted models, or error-path delivery behavior."
RQ137,requirements.txt::chunk37,RQ137	The user shall view all evolutionary events received for a specific artifact in the order in which they were received.,TC163,partially_verified,partial,True,"The test explicitly asserts ordering: ""Event messages are displayed in the order in which they were received,"" but it uses a precondition of ""At least three event messages"" and does not assert that ""all evolutionary events"" are displayed or cover boundary/error cases."
RQ138,requirements.txt::chunk38,RQ138	The user shall update related artifacts according to the information contained in the event messages.,TC165,partially_verified,full,True,"TC165's steps and postconditions directly instruct the user to apply event message information to update an artifact and verify link/message state changes, covering the requirement's core behavior for a single artifact."
RQ139,requirements.txt::chunk39,RQ139	The user shall eliminate unnecessary traces that were temporarily constructed by the eventserver during initial event processing.,TC165,assertions_verified,full,False,The test explicitly states the user discards tentative links and that event messages based on eliminated tentative links are removed from the event processing list and display.
RQ140,requirements.txt::chunk40,RQ140	The notification processing system shall automatically eliminate any events that are not longer valid as a result of the user eliminating temporary traces.,TC165,assertions_verified,full,False,"The postcondition explicitly asserts removal of event messages that became invalid due to user elimination of tentative links, directly matching the requirement."
